drug	atc
dr:D10014	V09AB03
dr:D10017	G02CC02
dr:D10017	M01AE02
dr:D10017	M02AA12
dr:D10018	L01XC22
dr:D10019	L01XX42
dr:D10020	R03AC19
dr:D10021	D01AC19
dr:D10025	A10BJ06
dr:D10027	G04BE11
dr:D10061	L04AC12
dr:D10062	L01XE26
dr:D10064	L01XE23
dr:D10065	J05AP07
dr:D10066	J05AX12
dr:D10071	L04AC13
dr:D10079	L01XX55
dr:D10080	L04AC15
dr:D10081	J05AP05
dr:D10082	N05CM19
dr:D10093	J05AP06
dr:D10095	L01XE26
dr:D10104	L01XE23
dr:D10105	J05AP07
dr:D10113	J05AX12
dr:D10114	M09AX04
dr:D10115	M09AX04
dr:D10119	L01XX48
dr:D10120	A02BC05
dr:D10127	A16AX09
dr:D10130	L01XX50
dr:D10131	L01XX50
dr:D10135	C02KX04
dr:D10137	L01XE21
dr:D10138	L01XE21
dr:D10139	B02BD05
dr:D10140	L01XX54
dr:D10145	R03AC19
dr:D10147	H01CB05
dr:D10149	V03AE09
dr:D10152	A06AX05
dr:D10156	M05BX06
dr:D10157	L01XX55
dr:D10158	N04BD03
dr:D10159	A10BD09
dr:D10161	L04AC14
dr:D10169	D01AE24
dr:D10172	L04AA31
dr:D10175	L01XE25
dr:D10176	L01XE25
dr:D10181	R03BB07
dr:D10184	N06AX26
dr:D10185	N06AX26
dr:D10188	A06AH05
dr:D10190	L01XE34
dr:D10191	N04BD03
dr:D10192	J07BM01
dr:D10193	J07BH01
dr:D10196	A10BK05
dr:D10198	D05AX02
dr:D10199	N02AX06
dr:D10200	A10BK05
dr:D10206	N06CA03
dr:D10207	N06CA01
dr:D10208	N07XX59
dr:D10210	J04AM05
dr:D10211	J07BH02
dr:D10212	J07BM02
dr:D10213	J07AL02
dr:D10215	J07BB01
dr:D10218	L02BB04
dr:D10222	L01BC05
dr:D10223	L01XE27
dr:D10226	C09DX04
dr:D10227	B02BD02
dr:D10228	N07XX05
dr:D10229	L01XE22
dr:D10230	R06AX31
dr:D10231	V09AX04
dr:D10242	L03AA14
dr:D10243	C09DB05
dr:D10244	A10BD03
dr:D10245	A02BD08
dr:D10246	A02BD05
dr:D10247	A03CA02
dr:D10248	A06AG10
dr:D10249	C09DA04
dr:D10250	N07BC51
dr:D10251	A10BD04
dr:D10252	R01BA52
dr:D10253	A10BD13
dr:D10254	M01AE09
dr:D10254	M02AA19
dr:D10254	R02AX01
dr:D10254	S01BC04
dr:D10255	L01XX35
dr:D10256	R03AL02
dr:D10257	C10BA02
dr:D10258	A10BH51
dr:D10259	A02BA53
dr:D10260	V03AF09
dr:D10261	A10BD07
dr:D10262	A10BH03
dr:D10263	A10BD10
dr:D10264	A10BD11
dr:D10265	A10BD02
dr:D10266	A10BD02
dr:D10267	C02LB01
dr:D10268	C09BA03
dr:D10269	C03EA01
dr:D10270	C03EA01
dr:D10271	C03EA01
dr:D10272	C07BA12
dr:D10273	C07BB02
dr:D10274	C07BA05
dr:D10275	C07BB07
dr:D10276	C09BA01
dr:D10277	C09BA02
dr:D10278	C09BA06
dr:D10279	C09BA07
dr:D10280	C09BA09
dr:D10281	C09BA13
dr:D10282	C09BB10
dr:D10283	C09DA02
dr:D10284	C09DA08
dr:D10285	C09DB02
dr:D10286	C09DX01
dr:D10287	C09DX02
dr:D10288	C09DX03
dr:D10289	C09XA52
dr:D10290	C09XA53
dr:D10291	C09XA54
dr:D10292	C10BA01
dr:D10293	N04BA03
dr:D10294	N06CA01
dr:D10295	R03AK09
dr:D10296	S02CA06
dr:D10297	R03DA54
dr:D10298	S01ED51
dr:D10299	D07CB01
dr:D10300	D01AC20
dr:D10300	D07CC01
dr:D10301	D08AC52
dr:D10302	S01CA02
dr:D10306	B02BX08
dr:D10307	B02BX08
dr:D10308	L04AA37
dr:D10309	N05AX16
dr:D10310	L03AA15
dr:D10313	A10BK04
dr:D10316	L01XC17
dr:D10319	L01XX42
dr:D10333	A16AB12
dr:D10335	C10AX14
dr:D10354	D11AH05
dr:D10355	N05AX12
dr:D10357	R06AA59
dr:D10359	A16AX14
dr:D10364	N05AX12
dr:D10366	J05AP08
dr:D10367	L01XX56
dr:D10369	J01AA13
dr:D10372	L01XE33
dr:D10374	S01XA25
dr:D10375	A06AH03
dr:D10377	A16AB14
dr:D10385	C10BA05
dr:D10392	S01XA25
dr:D10396	L01XE31
dr:D10398	V10XX03
dr:D10400	L04AC17
dr:D10401	B02BD04
dr:D10403	A07DA06
dr:D10405	L01XE38
dr:D10421	J01AA13
dr:D10422	L01XX56
dr:D10427	L01XX56
dr:D10428	J05AF13
dr:D10434	L01CA06
dr:D10438	L04AC16
dr:D10449	A03DB04
dr:D10450	L01XE36
dr:D10452	L01CD04
dr:D10453	J06BB21
dr:D10455	J07AL02
dr:D10459	A10BK03
dr:D10461	G03AB08
dr:D10462	J05AP04
dr:D10468	A16AA04
dr:D10469	J05AP05
dr:D10476	B02BX07
dr:D10478	A06AH05
dr:D10479	A06AH03
dr:D10480	C09DA04
dr:D10481	L01XE31
dr:D10483	L03AB13
dr:D10488	C01DX21
dr:D10489	B05XA14
dr:D10491	V09IA08
dr:D10497	H01CB05
dr:D10500	A10BD14
dr:D10501	R03AK10
dr:D10502	A10BH06
dr:D10503	C01BC09
dr:D10504	C01EB22
dr:D10505	R03AL04
dr:D10506	R03AK11
dr:D10507	L03AX18
dr:D10508	N06BX21
dr:D10509	N06BX22
dr:D10510	R06AX32
dr:D10511	D02BB02
dr:D10512	S01EC54
dr:D10512	S01ED51
dr:D10514	L01XE47
dr:D10515	M05BA08
dr:D10516	N05AX12
dr:D10518	J05AB11
dr:D10522	B02BD04
dr:D10526	L01BC59
dr:D10527	B01AC56
dr:D10528	H02AA01
dr:D10529	S01EB10
dr:D10531	D10AF01
dr:D10531	G01AA10
dr:D10531	J01FF01
dr:D10532	B02BD11
dr:D10533	R03AL03
dr:D10534	D05AX52
dr:D10535	J07AH08
dr:D10536	V01AA05
dr:D10537	V03AB17
dr:D10537	V04CG05
dr:D10538	B02BD04
dr:D10539	B02BD02
dr:D10542	L01XE36
dr:D10551	L01XE28
dr:D10553	J05AP09
dr:D10556	C09CA10
dr:D10557	C10AX13
dr:D10558	J05AX13
dr:D10559	L01XC16
dr:D10560	L01XX47
dr:D10561	N05BX04
dr:D10562	V04CD06
dr:D10563	V04CD06
dr:D10566	H01CB05
dr:D10568	C10AA08
dr:D10569	S01ED51
dr:D10570	A10AD06
dr:D10571	J05AR08
dr:D10572	A04AA55
dr:D10574	L01XC18
dr:D10577	J01DI54
dr:D10578	J05AP51
dr:D10579	G03CC07
dr:D10581	J05AP09
dr:D10582	J05AP52
dr:D10586	A10BD15
dr:D10587	A10BD16
dr:D10588	A10BD19
dr:D10589	C09DA09
dr:D10590	G03AA11
dr:D10590	G03AB09
dr:D10591	C02LC01
dr:D10592	C07CB03
dr:D10593	B03XA05
dr:D10595	A16AB13
dr:D10596	L01BA04
dr:D10600	J05AR13
dr:D10601	J07AL52
dr:D10602	D10AE51
dr:D10602	D10AF51
dr:D10603	V01AA03
dr:D10604	L01XE41
dr:D10605	J05AF13
dr:D10606	G03XC01
dr:D10615	L01XE38
dr:D10624	J05AG06
dr:D10627	N01AX14
dr:D10642	L01XX19
dr:D10652	L01XE33
dr:D10656	M01AH07
dr:D10675	N07XX13
dr:D10676	H05BX04
dr:D10677	H05BX04
dr:D10679	L01XX52
dr:D10685	R07AX30
dr:D10688	L01XE50
dr:D10699	A05AA03
dr:D10727	V03AE10
dr:D10729	L01XX48
dr:D10732	L01XX60
dr:D10733	L01XX60
dr:D10741	V03AB37
dr:D10742	A04AD14
dr:D10743	A10BD08
dr:D10744	R03AL06
dr:D10744	R03BB54
dr:D10745	J05AP53
dr:D10749	N07XX11
dr:D10750	J02AC05
dr:D10751	A08AA62
dr:D10752	A10BD20
dr:D10753	J05AR15
dr:D10754	J05AR16
dr:D10755	J05AR18
dr:D10756	J05AR09
dr:D10757	B02BD04
dr:D10758	B02BD02
dr:D10759	B02BD02
dr:D10760	B02BD02
dr:D10766	L01XE35
dr:D10770	B02BD04
dr:D10771	B02BD02
dr:D10773	L01XC32
dr:D10776	J06BB22
dr:D10777	L01XC24
dr:D10778	J05AP54
dr:D10779	J01DD52
dr:D10780	N03AX22
dr:D10781	D11AX24
dr:D10787	L01DB02
dr:D10789	N07XX05
dr:D10791	M09AX07
dr:D10792	D10AD53
dr:D10792	D10AE51
dr:D10793	A06AB58
dr:D10794	N07XX12
dr:D10797	L01XX60
dr:D10798	L01XX60
dr:D10801	J05AX18
dr:D10804	S01ED55
dr:D10808	L01XC28
dr:D10811	N01AH01
dr:D10811	N02AB03
dr:D10812	N07BB05
dr:D10813	A16AB17
dr:D10817	L01XC31
dr:D10818	B02BD02
dr:D10821	B02BX06
dr:D10822	J01MA02
dr:D10822	S01AE03
dr:D10822	S02AA15
dr:D10822	S03AA07
dr:D10823	B01AC04
dr:D10824	B01AC04
dr:D10825	N04BX04
dr:D10826	A10BD21
dr:D10827	J05AP55
dr:D10829	N04BD02
dr:D10830	B02BD02
dr:D10831	B02BD02
dr:D10832	J05AR14
dr:D10833	B03AB10
dr:D10834	J05AF07
dr:D10835	J05AR17
dr:D10836	J05AR19
dr:D10837	S01FB51
dr:D10838	J05AR04
dr:D10839	G03AA13
dr:D10840	S01ED51
dr:D10841	M05BB03
dr:D10842	B02BD02
dr:D10843	C10AX10
dr:D10844	V09HA03
dr:D10845	B06AC04
dr:D10846	B03XA01
dr:D10847	B03XA01
dr:D10848	G03GA30
dr:D10850	R01BA52
dr:D10851	J05AR06
dr:D10852	C01EB23
dr:D10853	G04BD13
dr:D10854	S01EC54
dr:D10855	C10BA03
dr:D10856	G03AA14
dr:D10857	C10BA04
dr:D10858	L01XE37
dr:D10859	L01XE40
dr:D10860	V09IX12
dr:D10866	L01XE43
dr:D10867	L01XX60
dr:D10873	D11AH06
dr:D10881	M09AX07
dr:D10883	L01XE42
dr:D10895	A04AD12
dr:D10898	L01XE45
dr:D10900	J05AP56
dr:D10901	L01XX59
dr:D10913	M05BX05
dr:D10915	N03AX24
dr:D10928	N02CX07
dr:D10936	N02CX08
dr:D10965	S01EX06
dr:D10966	S01EX06
dr:D10967	L04AA38
dr:D10968	L04AA38
dr:D10973	L01XD07
dr:D10979	L01XE42
dr:D10982	L01XX55
dr:D10999	N07XX13
dr:D11004	A16AB18
dr:D11009	R03AC18
dr:D11010	J02AX05
dr:D11012	L01XE44
dr:D11014	J05AP57
dr:D11015	J01DH52
dr:D11023	A10BH07
dr:D11024	A16AB15
dr:D11025	A16AB16
dr:D11026	L03AA17
dr:D11027	L03AB15
dr:D11028	S01XA24
dr:D11029	V03AB38
dr:D11030	S01EX05
dr:D11031	S01EX05
dr:D11032	L01XX57
dr:D11033	V10XX04
dr:D11034	A10AE54
dr:D11035	R03AL08
dr:D11036	R03AL07
dr:D11037	V03AE09
dr:D11039	J05AR20
dr:D11040	L02BB05
dr:D11042	R07AX31
dr:D11043	A10BK04
dr:D11044	L01XX59
dr:D11049	L01XX58
dr:D11053	L01XE46
dr:D11056	N06AX11
dr:D11066	A10BD24
dr:D11067	A10BD23
dr:D11081	M04AA03
dr:D11084	D10AD51
dr:D11084	D10AF51
dr:D11085	J01EA01
dr:D11087	R05FA02
dr:D11088	R05DA20
dr:D11089	S02CA05
dr:D11091	M01AB55
dr:D11094	B06AC05
dr:D11095	C10AA05
dr:D11112	D06BX02
dr:D11113	H03AA01
dr:D11114	A02BC05
dr:D11115	L01XE40
dr:D11116	N07XX12
dr:D11120	L04AA39
dr:D11142	C01CX09
dr:D11160	B01AX07
dr:D11175	M04AA51
dr:D11225	D10AD06
dr:D11246	G01AX17
dr:D11247	G04CX04
dr:D11248	G04CX04
dr:D11249	J05AX17
dr:D11250	J05AX21
dr:D11251	L01XE48
dr:D11252	P01CA03
dr:D11253	L01XC29
dr:D11254	V09IX07
dr:D11282	J05AR21
dr:D11382	J05AR22
dr:D11388	C09DX05
dr:D11389	G04CA52
dr:D11390	L01XY01
dr:D11391	J05AF07
dr:D11392	J05AR11
dr:D11394	V03AF10
dr:D11395	J05AR12
dr:D11396	J05AR24
