drug	atc
dr:D03329	A09AA01
dr:D03330	C04AF01
dr:D03332	D06BB07
dr:D03332	J05AX02
dr:D03333	A09AA03
dr:D03335	B05AA07
dr:D03336	A02BX13
dr:D03337	B01AB08
dr:D03339	A07XA01
dr:D03341	B01AD04
dr:D03343	B05AA05
dr:D03347	G01AA04
dr:D03348	A09AA04
dr:D03352	B02BX03
dr:D03353	B01AB04
dr:D03354	D03AX05
dr:D03354	M09AX01
dr:D03354	R01AX09
dr:D03354	S01KA01
dr:D03355	V08CA02
dr:D03357	L03AB03
dr:D03358	H05AA02
dr:D03359	B01AC25
dr:D03360	D04AA32
dr:D03360	R06AA02
dr:D03361	B01AC25
dr:D03363	C03DA03
dr:D03365	N07BA01
dr:D03368	J04AA03
dr:D03370	A06AD15
dr:D03383	B05BC02
dr:D03383	D02AE01
dr:D03385	B01AC08
dr:D03385	N02BA15
dr:D03387	J01CA03
dr:D03399	G02AD04
dr:D03402	R03AC10
dr:D03402	R03CC10
dr:D03415	C07AG02
dr:D03418	A06AB05
dr:D03423	J01DC13
dr:D03424	J01DD10
dr:D03426	J01DC06
dr:D03428	J01DD11
dr:D03431	J01DC02
dr:D03431	S01AA27
dr:D03436	B02BC02
dr:D03437	V03AG01
dr:D03438	J01DB01
dr:D03441	L04AB05
dr:D03442	V04CC04
dr:D03443	V04CC04
dr:D03444	A07DA02
dr:D03444	N02AA02
dr:D03450	C04AX26
dr:D03454	D08AJ02
dr:D03454	R02AA17
dr:D03455	L01XC06
dr:D03461	D06AX02
dr:D03461	D10AF03
dr:D03461	G01AA05
dr:D03461	J01BA01
dr:D03461	S01AA01
dr:D03461	S02AA01
dr:D03461	S03AA08
dr:D03462	G01AX01
dr:D03463	A01AB03
dr:D03463	B05CA02
dr:D03463	D08AC02
dr:D03463	D09AA12
dr:D03463	R02AA05
dr:D03463	S01AX09
dr:D03463	S02AA09
dr:D03463	S03AA04
dr:D03469	P01BA01
dr:D03471	C03AA04
dr:D03473	D08AE05
dr:D03475	R06AB04
dr:D03477	A01AB21
dr:D03477	D06AA02
dr:D03477	J01AA03
dr:D03477	S01AA02
dr:D03478	G03GA08
dr:D03483	M09AB01
dr:D03484	B06AA04
dr:D03484	S01KX01
dr:D03487	C03BX03
dr:D03488	D01AE14
dr:D03488	G01AX12
dr:D03492	C01BG07
dr:D03495	A03AE03
dr:D03496	A03AE03
dr:D03503	A02BA01
dr:D03504	H05BX01
dr:D03505	H05BX01
dr:D03507	C01DX14
dr:D03521	C10AB08
dr:D03528	N06BX06
dr:D03530	J07AE01
dr:D03534	A03FA06
dr:D03535	D04AA14
dr:D03535	R06AA04
dr:D03537	J05AF12
dr:D03538	D08AH30
dr:D03538	D09AA10
dr:D03538	G01AC02
dr:D03538	P01AA02
dr:D03538	S02AA05
dr:D03541	D07AB21
dr:D03544	M05BA02
dr:D03545	M05BA02
dr:D03546	L01BB06
dr:D03556	N05AF05
dr:D03557	R05DB21
dr:D03561	H02AB14
dr:D03562	N05BA05
dr:D03571	J01CF02
dr:D03579	R05DA04
dr:D03580	R05DA04
dr:D03582	C10AC04
dr:D03585	R07AA01
dr:D03591	V04CD04
dr:D03592	V04CD04
dr:D03593	H01AA01
dr:D03594	H02AB17
dr:D03603	V08AA04
dr:D03605	A07XA06
dr:D03609	A07BC03
dr:D03615	V09XX01
dr:D03616	V09XX02
dr:D03621	R06AE03
dr:D03622	R06AE03
dr:D03623	P02CA04
dr:D03634	A16AA04
dr:D03634	S01XA21
dr:D03635	S01XA21
dr:D03637	L01BC01
dr:D03639	L04AC01
dr:D03640	J01XA04
dr:D03644	B01AB09
dr:D03648	S01EX02
dr:D03649	G04BX14
dr:D03651	B03XA02
dr:D03654	G04BD10
dr:D03656	J05AE10
dr:D03658	L01XE06
dr:D03664	C02CC04
dr:D03665	L01BC08
dr:D03669	V03AC03
dr:D03670	V03AC01
dr:D03671	H02AB13
dr:D03674	B01AB05
dr:D03680	D06AA01
dr:D03680	J01AA01
dr:D03682	L01XX29
dr:D03684	M05BX04
dr:D03692	B01AE01
dr:D03693	R06AX27
dr:D03696	D07AB08
dr:D03696	S01BA11
dr:D03697	D07AC03
dr:D03697	D07XC02
dr:D03698	H02AA03
dr:D03699	H02AA03
dr:D03704	R06AB06
dr:D03705	J01CG01
dr:D03706	J01CG01
dr:D03707	J01CG02
dr:D03710	M01AH05
dr:D03711	N04AA08
dr:D03713	A08AA04
dr:D03714	M01AH06
dr:D03715	M01AE14
dr:D03716	M01AH04
dr:D03717	M01AH04
dr:D03718	M01AE14
dr:D03721	N06BA11
dr:D03725	R05DA03
dr:D03730	V03AF02
dr:D03731	N04BD01
dr:D03740	N06BA02
dr:D03742	R05DA09
dr:D03744	R05DA09
dr:D03750	C10AX01
dr:D03752	C09AA06
dr:D03753	C09AA04
dr:D03765	C09AA11
dr:D03767	C09AA15
dr:D03768	V08AA01
dr:D03770	V08AA01
dr:D03779	M05BC01
dr:D03783	N02AA05
dr:D03785	N05CC04
dr:D03786	L02BG05
dr:D03798	B01AA01
dr:D03799	G03DB08
dr:D03801	A08AA03
dr:D03809	A07DA04
dr:D03812	D07AC06
dr:D03812	D07XC04
dr:D03813	D07AC06
dr:D03813	D07XC04
dr:D03814	A03BB02
dr:D03819	C01AA03
dr:D03820	G04CB02
dr:D03822	N06DA03
dr:D03824	A03AA08
dr:D03825	N02AA08
dr:D03826	S01EB05
dr:D03826	V03AB19
dr:D03827	A02AB04
dr:D03828	L01BA04
dr:D03829	J05AH03
dr:D03830	C05AE03
dr:D03830	C08DB01
dr:D03833	J05AE02
dr:D03835	J05AE07
dr:D03837	J05AE07
dr:D03841	N01AX63
dr:D03843	J05AE09
dr:D03844	N03AB52
dr:D03846	L04AX07
dr:D03852	N01AH51
dr:D03854	D04AA32
dr:D03854	R06AA02
dr:D03855	N02AB52
dr:D03860	A07DA01
dr:D03865	J01FA13
dr:D03868	R05CA04
dr:D03868	V03AB01
dr:D03872	N02AA55
dr:D03876	N02AG01
dr:D03879	C01CA07
dr:D03880	C01CA07
dr:D03881	C01CA07
dr:D03884	D06BB11
dr:D03888	R05CB08
dr:D03891	C01CA14
dr:D03892	C01CA14
dr:D03895	J01DH04
dr:D03896	R05CB13
dr:D03898	R03DA11
dr:D03899	L01DB01
dr:D03902	V08AC02
dr:D03903	A01AB22
dr:D03903	J01AA02
dr:D03904	A01AB22
dr:D03904	J01AA02
dr:D03905	V04CD04
dr:D03914	C01BD07
dr:D03917	G03AC10
dr:D03918	B01AD10
dr:D03925	J06AA01
dr:D03926	J07AF01
dr:D03927	J07AF01
dr:D03931	B06AC03
dr:D03936	D01AC03
dr:D03936	G01AF05
dr:D03940	L04AA25
dr:D03943	V03AB03
dr:D03944	V03AB03
dr:D03945	S01XA05
dr:D03945	V03AB03
dr:D03946	S01XA05
dr:D03946	V03AB03
dr:D03947	S01XA05
dr:D03947	V03AB03
dr:D03956	D06BB09
dr:D03958	L01XC01
dr:D03959	L04AA21
dr:D03960	N02BA51
dr:D03961	L01XD06
dr:D03962	L01XD06
dr:D03969	N02BA51
dr:D03975	N05CM12
dr:D03976	N02BB54
dr:D03976	N02BE51
dr:D03978	B02BX05
dr:D03980	N02BB54
dr:D03980	N02BE53
dr:D03985	P01AX02
dr:D03989	N02BB52
dr:D03991	C01BC08
dr:D03994	C02DB03
dr:D04004	C01CE03
dr:D04008	J05AF10
dr:D04018	C01CA26
dr:D04018	R01AA03
dr:D04018	R01AB05
dr:D04018	R03CA02
dr:D04018	S01FB02
dr:D04019	N02BB54
dr:D04019	N02BE53
dr:D04020	J01CA07
dr:D04021	G03GB03
dr:D04023	L01XE03
dr:D04024	L01XE07
dr:D04028	A08AB01
dr:D04032	B03XA01
dr:D04034	N05AA01
dr:D04038	N05AB03
dr:D04040	C09CA02
dr:D04044	N02BA55
dr:D04044	R06AB54
dr:D04046	N02BA55
dr:D04046	R06AD52
dr:D04048	N01BB09
dr:D04049	J01DH03
dr:D04051	C01DA13
dr:D04054	D10AF02
dr:D04054	J01FA01
dr:D04054	S01AA17
dr:D04056	A02BC05
dr:D04061	G03CA03
dr:D04063	G03CA03
dr:D04064	G03CA03
dr:D04065	G03CA03
dr:D04066	L01XX11
dr:D04070	G03CA57
dr:D04078	M01AX25
dr:D04079	C03CC01
dr:D04080	R07AB04
dr:D04081	S01FA56
dr:D04081	S01GA55
dr:D04084	S01GA51
dr:D04087	N04AC30
dr:D04088	N01BX01
dr:D04089	R05DB16
dr:D04095	N01BB07
dr:D04102	M02AA06
dr:D04104	G03AC08
dr:D04105	N06AB09
dr:D04107	L01CB01
dr:D04111	C03CX01
dr:D04112	J05AG04
dr:D04113	S01XA20
dr:D04114	N07AA51
dr:D04115	R05CA13
dr:D04121	A10BJ01
dr:D04127	N07XX07
dr:D04140	P02CA06
dr:D04147	N06BA10
dr:D04148	A08AA02
dr:D04157	G02CA03
dr:D04157	R03AC04
dr:D04157	R03CC04
dr:D04161	C03BA13
dr:D04163	R03BX01
dr:D04163	R03DX03
dr:D04170	V08CB02
dr:D04172	B03AA07
dr:D04172	B03AD03
dr:D04175	V08CB01
dr:D04182	V09GB01
dr:D04187	L04AA27
dr:D04195	C01DB01
dr:D04196	J01CF05
dr:D04197	L01BC09
dr:D04200	P02CA05
dr:D04201	D07AC02
dr:D04208	D07AB03
dr:D04208	D07XB01
dr:D04214	R01AD04
dr:D04214	R03BA03
dr:D04217	D07AB04
dr:D04218	C05AA08
dr:D04218	D07AC05
dr:D04218	D07XC05
dr:D04218	H02AB03
dr:D04219	C05AA08
dr:D04219	D07AC05
dr:D04219	D07XC05
dr:D04219	H02AB03
dr:D04220	V09IX05
dr:D04221	C05AA06
dr:D04221	D07AB06
dr:D04221	D07XB04
dr:D04221	D10AA01
dr:D04221	S01BA07
dr:D04221	S01CB05
dr:D04225	D07AB05
dr:D04226	N02BG07
dr:D04244	S01BA12
dr:D04246	S01CA05
dr:D04246	S03CA06
dr:D04250	D07CA02
dr:D04250	S01CA08
dr:D04251	R01AD52
dr:D04253	J01XX01
dr:D04254	J05AD02
dr:D04257	N01AX10
dr:D04264	N02CC07
dr:D04265	C02AA52
dr:D04265	C02LA51
dr:D04266	C02AA52
dr:D04266	C02LA51
dr:D04281	D06AX01
dr:D04281	D09AA02
dr:D04281	J01XC01
dr:D04281	S01AA13
dr:D04283	V08CA08
dr:D04284	V08CA03
dr:D04286	V08CA11
dr:D04288	V08CA10
dr:D04291	V04CE01
dr:D04292	N06DA04
dr:D04296	R03DA51
dr:D04299	R03DA51
dr:D04301	J05AB06
dr:D04301	S01AD09
dr:D04302	H01CC01
dr:D04307	R03DB03
dr:D04313	R06AB54
dr:D04314	N06AX19
dr:D04317	G03XA02
dr:D04318	L03AX13
dr:D04323	R06AB54
dr:D04326	R05CA06
dr:D04329	R05FB02
dr:D04334	M01AX05
dr:D04336	R05FA01
dr:D04340	R05FA02
dr:D04342	R03DA51
dr:D04343	R03AK02
dr:D04345	A07FA01
dr:D04352	A07FA01
dr:D04357	V10AX06
dr:D04358	L04AB06
dr:D04361	H01CA01
dr:D04361	V04CM01
dr:D04369	R02AB30
dr:D04370	A04AA02
dr:D04382	C02CC02
dr:D04382	S01EX01
dr:D04386	C02CC05
dr:D04390	A09AB03
dr:D04390	B05XA13
dr:D04396	A06AB07
dr:D04398	C02CC07
dr:D04399	C02CC03
dr:D04403	A10BX01
dr:D04405	L02AE03
dr:D04409	D07AC21
dr:D04420	V03AN03
dr:D04421	B05AA08
dr:D04422	B05AA10
dr:D04423	B05AA10
dr:D04426	B05AA09
dr:D04427	B01AB01
dr:D04427	B01AB06
dr:D04427	C05BA03
dr:D04427	S01XA14
dr:D04429	G03GA05
dr:D04430	G03GA06
dr:D04431	J06BB04
dr:D04432	J07BC01
dr:D04435	M03AC05
dr:D04438	C01DX06
dr:D04441	R02AA12
dr:D04444	L03AX14
dr:D04445	V04CG03
dr:D04447	R06AB54
dr:D04451	G03EA02
dr:D04453	G03EA02
dr:D04454	G03EA02
dr:D04455	B06AA03
dr:D04456	B06AA03
dr:D04457	G03FA02
dr:D04458	C02DB02
dr:D04459	G03FA04
dr:D04460	G03AA01
dr:D04460	G03FA06
dr:D04461	R05DA03
dr:D04462	G03FA01
dr:D04462	G03FB05
dr:D04463	G03AA06
dr:D04463	G03FA10
dr:D04463	G03FB01
dr:D04464	G03AA15
dr:D04464	G03FB03
dr:D04465	G03FA02
dr:D04466	G03FA07
dr:D04466	G03FB02
dr:D04467	A01AC03
dr:D04467	A07EA02
dr:D04467	C05AA01
dr:D04467	D07AA02
dr:D04467	D07XA01
dr:D04467	H02AB09
dr:D04467	S01BA02
dr:D04467	S01CB03
dr:D04467	S02BA01
dr:D04470	D08AG03
dr:D04472	G03EA02
dr:D04475	A10AB05
dr:D04475	A10AD05
dr:D04477	A10AB04
dr:D04477	A10AC04
dr:D04477	A10AD04
dr:D04479	A03BA03
dr:D04481	S01KA02
dr:D04482	G03AA07
dr:D04482	G03AB03
dr:D04482	G03FA11
dr:D04482	G03FB09
dr:D04483	G03AA05
dr:D04483	G03AB04
dr:D04483	G03FA01
dr:D04483	G03FB05
dr:D04484	G03AA09
dr:D04484	G03AB05
dr:D04484	G03FB10
dr:D04486	M05BA06
dr:D04488	C01CA16
dr:D04488	S01FB03
dr:D04489	V10XX02
dr:D04490	C01EB16
dr:D04490	G02CC01
dr:D04490	M01AE01
dr:D04490	M02AA13
dr:D04490	R02AX02
dr:D04492	B06AC02
dr:D04495	D10BX01
dr:D04499	A16AB09
dr:D04524	V09AX01
dr:D04525	V09IB04
dr:D04527	V09AX01
dr:D04528	V09IB02
dr:D04530	M01AE10
dr:D04531	C02CA02
dr:D04532	C02CA02
dr:D04536	J07BB01
dr:D04539	A10AE05
dr:D04540	A10AB06
dr:D04548	A10AB03
dr:D04548	A10AC03
dr:D04548	A10AD03
dr:D04548	A10AE03
dr:D04552	L03AB06
dr:D04554	L03AB07
dr:D04557	V09IX01
dr:D04559	V09IX01
dr:D04560	V09IX02
dr:D04560	V10XA02
dr:D04562	V08AA08
dr:D04563	V08AC07
dr:D04567	V09XA02
dr:D04568	V09CX01
dr:D04570	V09CX02
dr:D04571	V08AA10
dr:D04572	V08AA10
dr:D04573	V08AC01
dr:D04574	V08AA06
dr:D04577	V08AC03
dr:D04582	V08AB08
dr:D04583	V08AD04
dr:D04586	V08AD02
dr:D04595	V08AA04
dr:D04595	V09CX03
dr:D04596	V08AA04
dr:D04598	V08AB03
dr:D04599	V08AB03
dr:D04603	L01XC11
dr:D04604	V08AC10
dr:D04605	N06AA13
dr:D04616	B03AB02
dr:D04624	D01AC05
dr:D04624	G01AF07
dr:D04625	R03AC07
dr:D04625	R03CC06
dr:D04626	R03AC07
dr:D04636	D10AD04
dr:D04636	D10BA01
dr:D04645	L01DC04
dr:D04650	N05BA10
dr:D04656	V09EX01
dr:D04657	C08CA09
dr:D04666	H01CB03
dr:D04667	V03AE03
dr:D04670	A16AB05
dr:D04672	G03XC03
dr:D04687	L04AX04
dr:D04713	A16AA01
dr:D04715	V03AF04
dr:D04716	N07BC03
dr:D04720	C01CX08
dr:D04723	D08AG03
dr:D04733	C08EX01
dr:D04741	N06BX09
dr:D04747	N06BA12
dr:D04749	N05AN01
dr:D04750	N05AN01
dr:D04753	D07CA03
dr:D04760	S01GX05
dr:D04762	S01GX05
dr:D04765	N07BC04
dr:D04769	D07CA03
dr:D04774	C01BA12
dr:D04775	J01AA20
dr:D04778	C01BC07
dr:D04790	A06AX03
dr:D04815	D06BA03
dr:D04816	N01BA53
dr:D04820	N05AE05
dr:D04824	G03GA07
dr:D04825	C05BA02
dr:D04832	A02AD02
dr:D04834	A12CC01
dr:D04834	B05XA11
dr:D04835	A12CC03
dr:D04836	B05XA10
dr:D04839	A02AA05
dr:D04848	V08CA05
dr:D04855	D08AX08
dr:D04855	V03AB16
dr:D04855	V03AZ01
dr:D04859	J05AX10
dr:D04862	L01XX10
dr:D04865	J01AA20
dr:D04866	J07BD01
dr:D04868	A03AA04
dr:D04870	H01AC05
dr:D04872	L01AA05
dr:D04882	N05BA03
dr:D04885	G03DB03
dr:D04893	A08AA09
dr:D04895	P01BC02
dr:D04897	C10AX05
dr:D04905	N06DX01
dr:D04909	A11GB01
dr:D04921	A01AB16
dr:D04921	D01AA06
dr:D04921	G01AA09
dr:D04921	G04CX03
dr:D04923	R03DX09
dr:D04924	N02AX05
dr:D04926	D11AX06
dr:D04929	B03BA03
dr:D04929	V03AB33
dr:D04931	L01BB02
dr:D04934	D08AK01
dr:D04934	S01AX01
dr:D04945	B03AB07
dr:D04947	G03BB01
dr:D04954	R03AB03
dr:D04954	R03CB03
dr:D04965	N05AB03
dr:D04966	A10BA02
dr:D04972	J01AA05
dr:D04977	B01AB07
dr:D04979	R06AD04
dr:D04980	R06AD04
dr:D04983	V03AB26
dr:D04985	N01AF01
dr:D04985	N05CA15
dr:D04988	L01XD03
dr:D04991	C04AC01
dr:D04991	C10AD02
dr:D04996	A06AC06
dr:D04999	N06BA04
dr:D05000	D07AA01
dr:D05000	D10AA02
dr:D05000	H02AB04
dr:D05001	D07AA01
dr:D05001	D10AA02
dr:D05001	H02AB04
dr:D05002	D07AA01
dr:D05002	D10AA02
dr:D05002	H02AB04
dr:D05006	R01AA10
dr:D05008	A03FA01
dr:D05010	A04AD05
dr:D05011	C07AB02
dr:D05014	A16AA07
dr:D05016	A01AB17
dr:D05016	D06BX01
dr:D05016	G01AF01
dr:D05016	J01XD01
dr:D05016	P01AB01
dr:D05017	A01AB17
dr:D05017	D06BX01
dr:D05017	G01AF01
dr:D05017	J01XD01
dr:D05017	P01AB01
dr:D05019	V04CD01
dr:D05021	J01CA10
dr:D05022	J01CA10
dr:D05024	C08CX01
dr:D05026	J01DB11
dr:D05028	N05CD08
dr:D05029	L01XE39
dr:D05031	A16AX14
dr:D05032	A16AX06
dr:D05037	R03AC09
dr:D05037	R03CC09
dr:D05039	N06AX07
dr:D05040	N06AX07
dr:D05042	A06AA01
dr:D05043	A06AA01
dr:D05045	A01AB23
dr:D05045	J01AA08
dr:D05066	L03AA03
dr:D05072	D11AX13
dr:D05077	C01BG01
dr:D05078	M01AX22
dr:D05082	D10AD05
dr:D05087	C02AC05
dr:D05089	J07BE01
dr:D05092	L04AA02
dr:D05093	C03CD01
dr:D05094	L04AA06
dr:D05095	L04AA06
dr:D05096	L04AA06
dr:D05099	A04AD11
dr:D05107	C04AX21
dr:D05110	J01MB02
dr:D05111	N07BB05
dr:D05113	N07BB04
dr:D05116	A14AB01
dr:D05116	S01XA11
dr:D05126	J06BC01
dr:D05127	C07AB12
dr:D05129	R01AC07
dr:D05129	R03BC03
dr:D05129	S01GX04
dr:D05130	R01AC07
dr:D05130	R03BC03
dr:D05130	S01GX04
dr:D05133	N02BG06
dr:D05134	L01BB07
dr:D05140	D09AA01
dr:D05140	R01AX08
dr:D05140	S01AA07
dr:D05141	A01AB08
dr:D05141	A07AA01
dr:D05141	B05CA09
dr:D05141	D06AX04
dr:D05141	J01GB05
dr:D05141	R02AB01
dr:D05141	S01AA03
dr:D05141	S02AA07
dr:D05141	S03AA01
dr:D05142	A01AB08
dr:D05142	A07AA01
dr:D05142	B05CA09
dr:D05142	D06AX04
dr:D05142	J01GB05
dr:D05142	R02AB01
dr:D05142	S01AA03
dr:D05142	S02AA07
dr:D05142	S03AA01
dr:D05143	S01BC10
dr:D05147	C01DX19
dr:D05148	C01DX19
dr:D05156	N07BA01
dr:D05157	N07BA01
dr:D05158	C04AC02
dr:D05158	C10AD05
dr:D05170	P02BX02
dr:D05177	A16AX04
dr:D05181	A01AD05
dr:D05181	B01AC06
dr:D05181	N02BA01
dr:D05182	J07BB01
dr:D05189	V09FX01
dr:D05200	N06AX04
dr:D05201	B02BD04
dr:D05206	C01CA03
dr:D05215	V03AB13
dr:D05216	L01XX36
dr:D05218	L04AA36
dr:D05222	R02AA21
dr:D05223	R02AA21
dr:D05225	D02BA02
dr:D05230	H01CB02
dr:D05241	A01AA03
dr:D05251	R03DX05
dr:D05256	J07AM51
dr:D05257	J07AM51
dr:D05258	G03GA03
dr:D05259	A02BC01
dr:D05261	A02BC01
dr:D05266	L03AC02
dr:D05270	M01AX14
dr:D05271	J01XA05
dr:D05274	G01AF06
dr:D05274	J01XD03
dr:D05274	P01AB03
dr:D05276	A02BX03
dr:D05277	R03AC13
dr:D05290	N02CX06
dr:D05312	N02AA05
dr:D05313	J07BA02
dr:D05315	V03AN01
dr:D05316	J07AM01
dr:D05319	M01AA03
dr:D05319	M02AA04
dr:D05319	S01BC02
dr:D05320	A06AB01
dr:D05321	A01AB07
dr:D05321	D08AH03
dr:D05321	G01AC30
dr:D05321	R02AA14
dr:D05322	D06AA03
dr:D05322	G01AA07
dr:D05322	J01AA06
dr:D05322	S01AA04
dr:D05324	J07BC01
dr:D05328	V09FX02
dr:D05333	L01CD03
dr:D05338	V03AF08
dr:D05339	N05AX13
dr:D05340	N05AX13
dr:D05343	A04AA05
dr:D05350	L01XC08
dr:D05351	J01FA07
dr:D05353	A02BC02
dr:D05364	H05AA03
dr:D05366	R03AC16
dr:D05366	R03CC08
dr:D05374	N06AB05
dr:D05375	N06AB05
dr:D05380	L01XE11
dr:D05382	J01MA18
dr:D05384	L03AX04
dr:D05386	S01LA03
dr:D05387	L01XX24
dr:D05394	H01AX01
dr:D05401	B02BD02
dr:D05406	J01CE06
dr:D05407	D06BB06
dr:D05407	J05AB13
dr:D05408	J01CE01
dr:D05408	S01AA14
dr:D05409	B02BD02
dr:D05411	J01CE02
dr:D05413	J01CE02
dr:D05421	V09AX01
dr:D05424	B05AA01
dr:D05428	C05BA04
dr:D05428	G04BX15
dr:D05429	R03DA05
dr:D05436	V08DA03
dr:D05439	V08CX01
dr:D05442	C08EX02
dr:D05443	P03AC04
dr:D05444	J06BB13
dr:D05445	J07AJ02
dr:D05446	L01XC13
dr:D05450	G04BX06
dr:D05456	A06AB04
dr:D05457	B01AA04
dr:D05458	A08AA01
dr:D05459	A08AA01
dr:D05460	J04AA01
dr:D05461	J01MA04
dr:D05462	N02AA05
dr:D05463	A12AA03
dr:D05463	D11AX03
dr:D05465	D09AA04
dr:D05466	R01BA01
dr:D05478	N07AX01
dr:D05478	S01EB01
dr:D05480	D11AH02
dr:D05482	C02DG01
dr:D05484	R05DB11
dr:D05486	P02CB01
dr:D05489	A05AX01
dr:D05511	M01AC01
dr:D05511	M02AA07
dr:D05511	S01BC06
dr:D05512	M01AC01
dr:D05512	M02AA07
dr:D05512	S01BC06
dr:D05513	M01AC01
dr:D05513	M02AA07
dr:D05513	S01BC06
dr:D05515	M01AE08
dr:D05520	J01CA02
dr:D05521	J01CA02
dr:D05522	L01DB11
dr:D05523	N02CX01
dr:D05525	A06AC01
dr:D05526	B05AA02
dr:D05528	J05AX06
dr:D05529	D06BB04
dr:D05535	A03AB11
dr:D05544	J07BF01
dr:D05575	N04BC05
dr:D05578	A12BA02
dr:D05580	R05CA09
dr:D05587	C07AB01
dr:D05589	L01BA05
dr:D05590	V03AB04
dr:D05592	N06BX16
dr:D05593	N06BX16
dr:D05594	A10BX05
dr:D05595	A10BX05
dr:D05597	B01AC22
dr:D05601	D07AC18
dr:D05602	L01AA08
dr:D05606	C01CA13
dr:D05621	N03AG05
dr:D05623	N06BX14
dr:D05626	N01AX04
dr:D05627	C01DA07
dr:D05632	N02AC04
dr:D05638	M01AX13
dr:D05643	B05BA04
dr:D05644	A03AX07
dr:D05647	V03AB31
dr:D05648	R01BA02
dr:D05649	R01BA02
dr:D05657	P02CC01
dr:D05659	P03AC01
dr:D05660	D04AA02
dr:D05660	R06AC01
dr:D05674	A14AA06
dr:D05679	G03AC04
dr:D05681	P01BC01
dr:D05686	J06BB05
dr:D05697	S01LA04
dr:D05699	A02BA07
dr:D05700	C01EB18
dr:D05701	C01EB18
dr:D05704	V03AF07
dr:D05705	C02AA04
dr:D05706	J06BB18
dr:D05711	C01EB21
dr:D05718	R03AC15
dr:D05718	R03CC14
dr:D05720	D06AX13
dr:D05721	B01AD07
dr:D05725	A11HA04
dr:D05725	S01XA26
dr:D05729	H02AB12
dr:D05729	S01BA13
dr:D05730	R03AC05
dr:D05731	A08AX01
dr:D05740	N02CC04
dr:D05744	R03DX07
dr:D05756	L03AX02
dr:D05762	S01JA02
dr:D05763	S01JA02
dr:D05768	N04BC09
dr:D05773	V09GX04
dr:D05775	N03AF03
dr:D05782	A16AB06
dr:D05792	R03AC12
dr:D05795	V10BX02
dr:D05803	L03AA09
dr:D05807	L01XA04
dr:D05815	D01AE13
dr:D05815	D11AC03
dr:D05822	L01AD03
dr:D05840	D08AL01
dr:D05840	S01AX02
dr:D05845	V04CC03
dr:D05845	V04CK02
dr:D05853	A11GA01
dr:D05853	G01AD03
dr:D05855	B05CB02
dr:D05860	V09IX06
dr:D05864	A01AA02
dr:D05864	A12CD02
dr:D05865	V03AB08
dr:D05866	N01AX11
dr:D05866	N07XX04
dr:D05868	A16AX03
dr:D05869	A06AD17
dr:D05869	A06AG01
dr:D05869	B05XA09
dr:D05870	V10XX01
dr:D05872	S01AX10
dr:D05877	A06AD13
dr:D05877	A12CA02
dr:D05884	H01AC02
dr:D05908	J01FA02
dr:D05919	A01AA04
dr:D05928	N03AX17
dr:D05932	L01AD04
dr:D05938	N01AH03
dr:D05940	V03AB35
dr:D05947	D10AF06
dr:D05947	S01AB04
dr:D05949	J01EC02
dr:D05956	J01EB05
dr:D05956	S01AB02
dr:D05957	J01EB05
dr:D05957	S01AB02
dr:D05962	V08DA05
dr:D05967	C04AX19
dr:D05972	J01CR04
dr:D05987	G03CA57
dr:D06007	N02AX06
dr:D06010	C09CA05
dr:D06027	V09GA07
dr:D06028	V09IA06
dr:D06029	V09AA02
dr:D06030	V09IA05
dr:D06031	V09DA01
dr:D06034	V09GA05
dr:D06035	V09CA04
dr:D06036	V09DA03
dr:D06037	V09DA04
dr:D06038	V09BA02
dr:D06039	V09CA03
dr:D06041	V09BA01
dr:D06042	V09GA04
dr:D06043	V09CA01
dr:D06043	V09EA01
dr:D06045	V09BA03
dr:D06048	V09DB05
dr:D06049	V09GA03
dr:D06050	V09GA02
dr:D06051	P01AC04
dr:D06053	A16AX08
dr:D06056	A06AX06
dr:D06057	J01XA03
dr:D06064	J01CA17
dr:D06066	L01XD05
dr:D06067	L01AX03
dr:D06068	L01XE09
dr:D06070	B01AD11
dr:D06072	M01AX23
dr:D06073	M01AX23
dr:D06078	H05AA02
dr:D06085	G03BA03
dr:D06086	G03BA03
dr:D06087	G03BA03
dr:D06088	J06AA02
dr:D06089	J06BB02
dr:D06098	A01AB13
dr:D06098	D06AA04
dr:D06098	J01AA07
dr:D06098	S01AA09
dr:D06098	S02AA08
dr:D06098	S03AA02
dr:D06103	R03DA04
dr:D06104	R03DA04
dr:D06107	R06AD06
dr:D06109	L01BB03
dr:D06114	P03AA05
dr:D06117	L03AX09
dr:D06120	H01AB01
dr:D06120	V04CJ01
dr:D06130	L01XX18
dr:D06137	J01CA13
dr:D06138	J01CA13
dr:D06139	D01AE08
dr:D06147	N02AX01
dr:D06149	J05AX19
dr:D06168	N07XX01
dr:D06171	A07EA05
dr:D06171	R01AD07
dr:D06172	C01BB03
dr:D06174	A11HA08
dr:D06177	A10BB03
dr:D06177	V04CA01
dr:D06178	V03AE01
dr:D06179	V03AE01
dr:D06199	L01CX01
dr:D06213	B01AC21
dr:D06216	A01AC01
dr:D06216	C05AA12
dr:D06216	D07AB09
dr:D06216	D07XB02
dr:D06216	H02AB08
dr:D06216	R01AD11
dr:D06216	R03BA06
dr:D06216	S01BA05
dr:D06224	P02CB01
dr:D06226	D08AE04
dr:D06226	D09AA06
dr:D06234	C02CA03
dr:D06236	J01EA01
