ds	icd	pathway
ds:H01002	Q28.8	path:hsa00770
ds:H01002	Q28.8	path:hsa01100
ds:H02088	Q28.9	NA
ds:H00909	Q35	NA
ds:H00516	Q37	NA
ds:H01927	Q38.0	NA
ds:H00677	Q38.4	path:hsa04010
ds:H00724	Q38.6	NA
ds:H00463	Q42	NA
ds:H00910	Q43.1	path:hsa04020
ds:H00910	Q43.1	path:hsa04080
ds:H01477	Q43.8	NA
ds:H01869	Q43.8	NA
ds:H00545	Q44.6	path:hsa04141
ds:H00551	Q44.7	path:hsa04330
ds:H00861	Q45.0	path:hsa04930
ds:H00861	Q45.0	path:hsa04950
ds:H00460	Q51.5	NA
ds:H00600	Q51.8	path:hsa04310
ds:H02176	Q53	NA
ds:H02175	Q54	NA
ds:H01033	Q55.4	path:hsa02010
ds:H00609	Q55.8	path:hsa04060
ds:H00609	Q55.8	path:hsa04350
ds:H02027	Q56	NA
ds:H00608	Q56.1	path:hsa00140
ds:H01973	Q56.1	path:hsa04913
ds:H01973	Q56.1	path:hsa04917
ds:H00822	Q60.1	NA
ds:H01026	Q60.4	NA
ds:H01728	Q60.6	NA
ds:H00542	Q61.1	NA
ds:H00542	Q61.2	NA
ds:H00537	Q61.5	NA
ds:H00538	Q61.5	NA
ds:H00541	Q61.5	path:hsa04614
ds:H02012	Q61.5	NA
ds:H00261	Q61.9	NA
ds:H01867	Q62.0	NA
ds:H00575	Q63.8	path:hsa04614
ds:H01817	Q65.8	NA
ds:H00903	Q66.0	NA
ds:H00929	Q66.8	NA
ds:H01246	Q68.1	NA
ds:H00660	Q68.8	NA
ds:H00865	Q68.8	NA
ds:H00872	Q68.8	path:hsa04530
ds:H01030	Q68.8	NA
ds:H01852	Q69.0	NA
ds:H01852	Q69.2	NA
ds:H01095	Q70	path:hsa04540
ds:H00459	Q70.0	NA
ds:H01854	Q70.0	NA
ds:H00459	Q70.2	NA
ds:H01226	Q70.4	path:hsa04340
ds:H00851	Q70.9	NA
ds:H00471	Q71.6	NA
ds:H00637	Q71.8	NA
ds:H00471	Q72.7	NA
ds:H00636	Q73.0	path:hsa04310
ds:H00467	Q73.8	path:hsa04350
ds:H00482	Q73.8	path:hsa04340
ds:H00482	Q73.8	path:hsa04350
ds:H00572	Q73.8	NA
ds:H00870	Q73.8	NA
ds:H00521	Q74.0	NA
ds:H00855	Q74.0	path:hsa04340
ds:H00461	Q74.1	NA
ds:H00811	Q74.3	path:hsa04260
ds:H00811	Q74.3	path:hsa04530
ds:H01392	Q74.3	NA
ds:H00629	Q74.8	NA
ds:H00762	Q74.8	path:hsa00532
ds:H00778	Q74.8	path:hsa04350
ds:H00846	Q74.8	NA
ds:H01498	Q74.8	path:hsa00532
ds:H01498	Q74.8	path:hsa00534
ds:H02048	Q74.8	path:hsa04510
ds:H02160	Q75	NA
ds:H01207	Q75.0	path:hsa04010
ds:H01207	Q75.0	path:hsa04520
ds:H01207	Q75.0	path:hsa04810
ds:H01993	Q75.0	NA
ds:H01754	Q75.1	NA
ds:H00610	Q75.4	path:hsa03008
ds:H00610	Q75.4	path:hsa03020
ds:H01376	Q75.4	path:hsa00240
ds:H01376	Q75.4	path:hsa03040
ds:H02126	Q75.4	NA
ds:H02158	Q75.4	path:hsa04340
ds:H02211	Q75.4	path:hsa04024
ds:H02211	Q75.4	path:hsa04928
ds:H00475	Q75.8	NA
ds:H00528	Q75.8	NA
ds:H00850	Q75.8	NA
ds:H01105	Q75.8	path:hsa04141
ds:H01884	Q75.8	NA
ds:H02210	Q75.8	NA
ds:H00979	Q76.0	path:hsa04310
ds:H00852	Q76.1	path:hsa04350
ds:H00522	Q76.3	NA
ds:H00499	Q76.4	NA
ds:H00517	Q76.8	path:hsa04330
ds:H00520	Q77.0	path:hsa04151
ds:H00520	Q77.0	path:hsa04510
ds:H00520	Q77.0	path:hsa04512
ds:H00678	Q77.0	NA
ds:H02065	Q77.0	NA
ds:H02066	Q77.0	path:hsa04151
ds:H02066	Q77.0	path:hsa04510
ds:H02066	Q77.0	path:hsa04512
ds:H01750	Q77.1	NA
ds:H00511	Q77.2	NA
ds:H00751	Q77.2	path:hsa04145
ds:H00751	Q77.2	path:hsa04962
ds:H02157	Q77.2	NA
ds:H00207	Q77.3	path:hsa00564
ds:H00207	Q77.3	path:hsa00565
ds:H00207	Q77.3	path:hsa04146
ds:H00476	Q77.3	NA
ds:H01194	Q77.3	path:hsa00100
ds:H02100	Q77.3	path:hsa04146
ds:H00505	Q77.4	path:hsa04010
ds:H00505	Q77.4	path:hsa04014
ds:H00505	Q77.4	path:hsa04015
ds:H00505	Q77.4	path:hsa04151
ds:H00505	Q77.4	path:hsa04810
ds:H01749	Q77.4	NA
ds:H02068	Q77.4	path:hsa04010
ds:H02068	Q77.4	path:hsa04014
ds:H02068	Q77.4	path:hsa04015
ds:H02068	Q77.4	path:hsa04151
ds:H02068	Q77.4	path:hsa04810
ds:H02069	Q77.4	path:hsa04010
ds:H02069	Q77.4	path:hsa04014
ds:H02069	Q77.4	path:hsa04015
ds:H02069	Q77.4	path:hsa04151
ds:H02069	Q77.4	path:hsa04810
ds:H00515	Q77.5	NA
ds:H00503	Q77.6	path:hsa04340
ds:H00445	Q77.7	NA
ds:H00474	Q77.7	NA
ds:H00519	Q77.7	NA
ds:H00580	Q77.7	NA
ds:H00758	Q77.7	NA
ds:H00760	Q77.7	NA
ds:H00761	Q77.7	path:hsa00230
ds:H00761	Q77.7	path:hsa00450
ds:H00761	Q77.7	path:hsa00920
ds:H00761	Q77.7	path:hsa01100
ds:H00765	Q77.7	NA
ds:H00767	Q77.7	NA
ds:H00777	Q77.7	NA
ds:H00863	Q77.7	NA
ds:H01494	Q77.7	path:hsa00532
ds:H01494	Q77.7	path:hsa00534
ds:H01575	Q77.7	NA
ds:H01967	Q77.7	path:hsa03008
ds:H02070	Q77.7	path:hsa04151
ds:H02070	Q77.7	path:hsa04510
ds:H02070	Q77.7	path:hsa04512
ds:H02071	Q77.7	path:hsa04151
ds:H02071	Q77.7	path:hsa04510
ds:H02071	Q77.7	path:hsa04512
ds:H02079	Q77.7	NA
ds:H02080	Q77.7	NA
ds:H02155	Q77.7	NA
ds:H02186	Q77.7	NA
ds:H02187	Q77.7	NA
ds:H00456	Q77.8	NA
ds:H00466	Q77.8	path:hsa04350
ds:H00470	Q77.8	NA
ds:H00477	Q77.8	NA
ds:H01821	Q77.8	path:hsa00440
ds:H01821	Q77.8	path:hsa00564
ds:H01825	Q77.8	NA
ds:H01830	Q77.8	NA
ds:H02184	Q77.8	NA
ds:H02185	Q77.8	NA
ds:H02228	Q77.8	NA
ds:H00506	Q78.0	NA
ds:H00514	Q78.0	NA
ds:H01572	Q78.0	path:hsa04141
ds:H02223	Q78.0	NA
ds:H00501	Q78.1	NA
ds:H00436	Q78.2	path:hsa04380
ds:H00436	Q78.2	path:hsa05323
ds:H00450	Q78.2	path:hsa04310
ds:H00540	Q78.2	path:hsa04010
ds:H00540	Q78.2	path:hsa04062
ds:H00540	Q78.2	path:hsa04210
ds:H00540	Q78.2	path:hsa04380
ds:H00540	Q78.2	path:hsa04660
ds:H00540	Q78.2	path:hsa04662
ds:H00968	Q78.2	NA
ds:H00434	Q78.3	path:hsa04350
ds:H00853	Q78.4	NA
ds:H00456	Q78.5	NA
ds:H00479	Q78.5	NA
ds:H02227	Q78.5	path:hsa04010
ds:H00122	Q78.6	path:hsa00534
ds:H00493	Q78.6	NA
ds:H00444	Q78.8	NA
ds:H00447	Q78.8	NA
ds:H00452	Q78.8	NA
ds:H00462	Q78.8	NA
ds:H00468	Q78.8	path:hsa04350
ds:H00479	Q78.8	NA
ds:H00483	Q78.8	path:hsa04350
ds:H00484	Q78.8	path:hsa04010
ds:H00484	Q78.8	path:hsa04350
ds:H00484	Q78.8	path:hsa04810
ds:H00486	Q78.8	path:hsa04310
ds:H00491	Q78.8	NA
ds:H00494	Q78.8	path:hsa00230
ds:H00494	Q78.8	path:hsa00240
ds:H00494	Q78.8	path:hsa00532
ds:H00494	Q78.8	path:hsa00534
ds:H00508	Q78.8	NA
ds:H00518	Q78.8	path:hsa03008
ds:H00675	Q78.8	path:hsa04340
ds:H01018	Q78.8	path:hsa04630
ds:H01018	Q78.8	path:hsa04650
ds:H01018	Q78.8	path:hsa04670
ds:H01018	Q78.8	path:hsa04722
ds:H01018	Q78.8	path:hsa04920
ds:H01571	Q78.8	NA
ds:H01828	Q78.8	NA
ds:H01844	Q78.8	NA
ds:H01966	Q78.8	path:hsa03008
ds:H02064	Q78.8	path:hsa04010
ds:H02064	Q78.8	path:hsa04510
ds:H02154	Q78.8	NA
ds:H02280	Q78.8	NA
ds:H01241	Q79.0	NA
ds:H02129	Q79.4	NA
ds:H00802	Q79.6	path:hsa04510
ds:H00802	Q79.6	path:hsa04512
ds:H01902	Q79.6	NA
ds:H02239	Q79.6	NA
ds:H02240	Q79.6	path:hsa04610
ds:H02241	Q79.6	path:hsa04510
ds:H02241	Q79.6	path:hsa04512
ds:H02241	Q79.6	path:hsa04926
ds:H02242	Q79.6	path:hsa04926
ds:H02243	Q79.6	path:hsa04510
ds:H02243	Q79.6	path:hsa04512
ds:H02243	Q79.6	path:hsa04926
ds:H02244	Q79.6	NA
ds:H02245	Q79.6	NA
ds:H02246	Q79.6	path:hsa00532
ds:H01771	Q80	NA
ds:H00735	Q80.0	NA
ds:H00134	Q80.1	path:hsa00140
ds:H00734	Q80.2	NA
ds:H00691	Q80.3	NA
ds:H02265	Q80.3	NA
ds:H00733	Q80.4	path:hsa02010
ds:H00671	Q80.8	NA
ds:H00693	Q80.8	NA
ds:H00707	Q80.8	NA
ds:H00712	Q80.8	NA
ds:H00737	Q80.8	NA
ds:H00739	Q80.9	NA
ds:H00586	Q81	path:hsa04510
ds:H00586	Q81	path:hsa04512
ds:H00586	Q81	path:hsa04514
ds:H00586	Q81	path:hsa04810
ds:H01737	Q81	NA
ds:H00584	Q81.0	NA
ds:H00585	Q81.0	NA
ds:H00644	Q81.0	NA
ds:H00587	Q81.2	NA
ds:H00763	Q81.2	NA
ds:H00813	Q81.8	path:hsa04510
ds:H00813	Q81.8	path:hsa04512
ds:H01425	Q82	path:hsa04142
ds:H00535	Q82.0	path:hsa04010
ds:H00535	Q82.0	path:hsa04015
ds:H00535	Q82.0	path:hsa04151
ds:H00535	Q82.0	path:hsa04510
ds:H01017	Q82.0	NA
ds:H02167	Q82.0	NA
ds:H02168	Q82.0	NA
ds:H01428	Q82.1	path:hsa03420
ds:H00645	Q82.3	path:hsa04010
ds:H00645	Q82.3	path:hsa04062
ds:H00645	Q82.3	path:hsa04210
ds:H00645	Q82.3	path:hsa04380
ds:H00645	Q82.3	path:hsa04660
ds:H00645	Q82.3	path:hsa04662
ds:H00645	Q82.3	path:hsa04920
ds:H00487	Q82.4	NA
ds:H00638	Q82.4	NA
ds:H00646	Q82.4	path:hsa04310
ds:H00646	Q82.4	path:hsa04340
ds:H00646	Q82.4	path:hsa04916
ds:H00646	Q82.4	path:hsa05200
ds:H00649	Q82.4	NA
ds:H00651	Q82.4	path:hsa04060
ds:H00708	Q82.4	path:hsa04915
ds:H00796	Q82.4	NA
ds:H00274	Q82.8	path:hsa04142
ds:H00296	Q82.8	path:hsa03440
ds:H00425	Q82.8	path:hsa04142
ds:H00425	Q82.8	path:hsa04612
ds:H00425	Q82.8	path:hsa04620
ds:H00507	Q82.8	path:hsa03008
ds:H00557	Q82.8	NA
ds:H00560	Q82.8	path:hsa02010
ds:H00647	Q82.8	path:hsa04520
ds:H00648	Q82.8	NA
ds:H00663	Q82.8	path:hsa00900
ds:H00695	Q82.8	NA
ds:H00696	Q82.8	path:hsa04142
ds:H00706	Q82.8	NA
ds:H00710	Q82.8	NA
ds:H00714	Q82.8	NA
ds:H00715	Q82.8	path:hsa04020
ds:H00716	Q82.8	NA
ds:H00717	Q82.8	NA
ds:H00722	Q82.8	NA
ds:H00723	Q82.8	NA
ds:H00750	Q82.8	NA
ds:H00755	Q82.8	path:hsa04020
ds:H00781	Q82.8	NA
ds:H00790	Q82.8	path:hsa03050
ds:H00791	Q82.8	NA
ds:H00799	Q82.8	path:hsa04130
ds:H00844	Q82.8	NA
ds:H00893	Q82.8	NA
ds:H00949	Q82.8	path:hsa04310
ds:H01346	Q82.8	path:hsa03440
ds:H01346	Q82.8	path:hsa03460
ds:H01404	Q82.8	NA
ds:H01579	Q82.8	NA
ds:H01734	Q82.8	NA
ds:H01933	Q82.8	path:hsa00900
ds:H02083	Q82.8	NA
ds:H02131	Q82.8	path:hsa03420
ds:H02131	Q82.8	path:hsa04120
ds:H02220	Q82.8	path:hsa04142
ds:H02263	Q82.8	NA
ds:H02264	Q82.8	NA
ds:H02266	Q82.8	NA
ds:H00558	Q82.9	NA
ds:H00858	Q84.0	NA
ds:H00670	Q84.1	NA
ds:H00667	Q84.2	path:hsa04080
ds:H00683	Q84.3	NA
ds:H00684	Q84.5	path:hsa04915
ds:H01896	Q84.8	path:hsa03008
ds:H01437	Q85.0	path:hsa04010
ds:H01437	Q85.0	path:hsa04014
ds:H01438	Q85.0	path:hsa04390
ds:H01986	Q85.0	NA
ds:H02188	Q85.0	path:hsa04010
ds:H02188	Q85.0	path:hsa04014
ds:H00915	Q85.1	path:hsa04115
ds:H00915	Q85.1	path:hsa04150
ds:H00915	Q85.1	path:hsa04910
ds:H00539	Q85.8	NA
ds:H00559	Q85.8	path:hsa04120
ds:H00559	Q85.8	path:hsa05200
ds:H00559	Q85.8	path:hsa05211
ds:H00666	Q85.8	path:hsa04150
ds:H00666	Q85.8	path:hsa04920
ds:H01809	Q85.8	NA
ds:H00472	Q85.9	NA
ds:H01222	Q85.9	NA
ds:H00403	Q87	path:hsa03420
ds:H00453	Q87	NA
ds:H00458	Q87	NA
ds:H00661	Q87	NA
ds:H02132	Q87	NA
ds:H00446	Q87.0	NA
ds:H00454	Q87.0	NA
ds:H00622	Q87.0	NA
ds:H00687	Q87.0	NA
ds:H00756	Q87.0	path:hsa04514
ds:H00811	Q87.0	path:hsa04260
ds:H00811	Q87.0	path:hsa04530
ds:H00908	Q87.0	NA
ds:H00922	Q87.0	NA
ds:H00986	Q87.0	path:hsa04080
ds:H01286	Q87.0	NA
ds:H01292	Q87.0	NA
ds:H01752	Q87.0	NA
ds:H01753	Q87.0	NA
ds:H01755	Q87.0	NA
ds:H01756	Q87.0	NA
ds:H01838	Q87.0	path:hsa03040
ds:H01886	Q87.0	NA
ds:H01888	Q87.0	NA
ds:H01908	Q87.0	NA
ds:H01930	Q87.0	NA
ds:H01932	Q87.0	NA
ds:H01934	Q87.0	NA
ds:H01990	Q87.0	NA
ds:H01991	Q87.0	NA
ds:H02023	Q87.0	path:hsa04810
ds:H02046	Q87.0	NA
ds:H02072	Q87.0	path:hsa04151
ds:H02072	Q87.0	path:hsa04510
ds:H02072	Q87.0	path:hsa04512
ds:H02081	Q87.0	NA
ds:H02151	Q87.0	path:hsa04550
ds:H02161	Q87.0	path:hsa04340
ds:H02234	Q87.0	NA
ds:H02253	Q87.0	path:hsa03013
ds:H02254	Q87.0	path:hsa04060
ds:H02254	Q87.0	path:hsa04630
ds:H02255	Q87.0	NA
ds:H02271	Q87.0	NA
ds:H02274	Q87.0	NA
ds:H00076	Q87.1	path:hsa03420
ds:H00161	Q87.1	path:hsa00100
ds:H00442	Q87.1	NA
ds:H00443	Q87.1	NA
ds:H00478	Q87.1	NA
ds:H00485	Q87.1	path:hsa04310
ds:H00492	Q87.1	NA
ds:H00493	Q87.1	NA
ds:H00509	Q87.1	path:hsa04120
ds:H00523	Q87.1	path:hsa04010
ds:H00569	Q87.1	path:hsa04810
ds:H00619	Q87.1	NA
ds:H00631	Q87.1	path:hsa04110
ds:H00631	Q87.1	path:hsa04114
ds:H00673	Q87.1	NA
ds:H00711	Q87.1	NA
ds:H00757	Q87.1	NA
ds:H00900	Q87.1	NA
ds:H00965	Q87.1	NA
ds:H00977	Q87.1	NA
ds:H00991	Q87.1	NA
ds:H00992	Q87.1	path:hsa03460
ds:H00992	Q87.1	path:hsa04110
ds:H00992	Q87.1	path:hsa04115
ds:H00993	Q87.1	NA
ds:H01289	Q87.1	path:hsa04120
ds:H01370	Q87.1	path:hsa04151
ds:H01403	Q87.1	NA
ds:H01738	Q87.1	path:hsa04010
ds:H01738	Q87.1	path:hsa04014
ds:H01747	Q87.1	path:hsa04014
ds:H01832	Q87.1	path:hsa00564
ds:H01879	Q87.1	path:hsa03022
ds:H01889	Q87.1	path:hsa04110
ds:H01992	Q87.1	NA
ds:H02067	Q87.1	path:hsa04010
ds:H02067	Q87.1	path:hsa04510
ds:H02183	Q87.1	NA
ds:H02189	Q87.1	path:hsa04010
ds:H02189	Q87.1	path:hsa04014
ds:H02190	Q87.1	path:hsa04012
ds:H02190	Q87.1	path:hsa04144
ds:H02191	Q87.1	path:hsa04611
ds:H02233	Q87.1	NA
ds:H00433	Q87.2	NA
ds:H00464	Q87.2	NA
ds:H00504	Q87.2	NA
ds:H00532	Q87.2	path:hsa04010
ds:H00611	Q87.2	NA
ds:H00640	Q87.2	NA
ds:H00641	Q87.2	NA
ds:H00847	Q87.2	NA
ds:H00859	Q87.2	NA
ds:H00997	Q87.2	path:hsa04010
ds:H00997	Q87.2	path:hsa04810
ds:H01195	Q87.2	path:hsa00562
ds:H01195	Q87.2	path:hsa04070
ds:H01195	Q87.2	path:hsa04115
ds:H01195	Q87.2	path:hsa04510
ds:H01195	Q87.2	path:hsa04530
ds:H01413	Q87.2	path:hsa04330
ds:H01497	Q87.2	path:hsa00532
ds:H01847	Q87.2	NA
ds:H01931	Q87.2	NA
ds:H02134	Q87.2	NA
ds:H02229	Q87.2	NA
ds:H00539	Q87.3	NA
ds:H00713	Q87.3	path:hsa04110
ds:H00718	Q87.3	path:hsa00310
ds:H01215	Q87.3	NA
ds:H01308	Q87.3	NA
ds:H01412	Q87.3	NA
ds:H01751	Q87.3	path:hsa00310
ds:H01834	Q87.3	NA
ds:H01885	Q87.3	path:hsa04150
ds:H01912	Q87.3	path:hsa04150
ds:H01912	Q87.3	path:hsa04151
ds:H02119	Q87.3	path:hsa04150
ds:H02119	Q87.3	path:hsa04151
ds:H02153	Q87.3	path:hsa04150
ds:H00653	Q87.4	NA
ds:H01385	Q87.4	path:hsa04010
ds:H01385	Q87.4	path:hsa04068
ds:H01385	Q87.4	path:hsa04110
ds:H01385	Q87.4	path:hsa04350
ds:H01385	Q87.4	path:hsa04390
ds:H00451	Q87.5	path:hsa04310
ds:H00529	Q87.5	NA
ds:H00665	Q87.5	NA
ds:H00873	Q87.5	NA
ds:H01496	Q87.5	path:hsa00532
ds:H01496	Q87.5	path:hsa00534
ds:H01893	Q87.5	path:hsa04330
ds:H01913	Q87.5	path:hsa03040
ds:H02226	Q87.5	NA
ds:H00205	Q87.8	path:hsa04146
ds:H00417	Q87.8	NA
ds:H00418	Q87.8	NA
ds:H00449	Q87.8	NA
ds:H00493	Q87.8	NA
ds:H00496	Q87.8	path:hsa00100
ds:H00500	Q87.8	NA
ds:H00510	Q87.8	NA
ds:H00539	Q87.8	NA
ds:H00555	Q87.8	NA
ds:H00556	Q87.8	NA
ds:H00571	Q87.8	NA
ds:H00573	Q87.8	NA
ds:H00574	Q87.8	path:hsa04010
ds:H00574	Q87.8	path:hsa04114
ds:H00581	Q87.8	path:hsa04510
ds:H00581	Q87.8	path:hsa04512
ds:H00583	Q87.8	path:hsa04120
ds:H00597	Q87.8	path:hsa00270
ds:H00597	Q87.8	path:hsa00330
ds:H00597	Q87.8	path:hsa00410
ds:H00597	Q87.8	path:hsa00480
ds:H00617	Q87.8	path:hsa00100
ds:H00617	Q87.8	path:hsa01100
ds:H00634	Q87.8	NA
ds:H00639	Q87.8	path:hsa04514
ds:H00642	Q87.8	path:hsa04010
ds:H00642	Q87.8	path:hsa04144
ds:H00642	Q87.8	path:hsa04810
ds:H00643	Q87.8	NA
ds:H00659	Q87.8	NA
ds:H00669	Q87.8	path:hsa05412
ds:H00682	Q87.8	NA
ds:H00685	Q87.8	NA
ds:H00686	Q87.8	NA
ds:H00709	Q87.8	NA
ds:H00727	Q87.8	NA
ds:H00752	Q87.8	NA
ds:H00785	Q87.8	path:hsa04514
ds:H00789	Q87.8	NA
ds:H00797	Q87.8	NA
ds:H00868	Q87.8	path:hsa04350
ds:H00886	Q87.8	path:hsa04340
ds:H00889	Q87.8	path:hsa04919
ds:H00894	Q87.8	path:hsa04010
ds:H00894	Q87.8	path:hsa04510
ds:H00894	Q87.8	path:hsa04530
ds:H00907	Q87.8	path:hsa00310
ds:H00926	Q87.8	NA
ds:H00934	Q87.8	path:hsa04310
ds:H00936	Q87.8	NA
ds:H00940	Q87.8	NA
ds:H00943	Q87.8	NA
ds:H00946	Q87.8	path:hsa00030
ds:H00946	Q87.8	path:hsa00230
ds:H00946	Q87.8	path:hsa01100
ds:H00972	Q87.8	NA
ds:H00987	Q87.8	NA
ds:H01008	Q87.8	NA
ds:H01035	Q87.8	NA
ds:H01156	Q87.8	NA
ds:H01220	Q87.8	NA
ds:H01255	Q87.8	path:hsa04145
ds:H01255	Q87.8	path:hsa04510
ds:H01255	Q87.8	path:hsa04520
ds:H01255	Q87.8	path:hsa04530
ds:H01255	Q87.8	path:hsa04670
ds:H01255	Q87.8	path:hsa04810
ds:H01265	Q87.8	NA
ds:H01271	Q87.8	NA
ds:H01281	Q87.8	path:hsa00100
ds:H01342	Q87.8	path:hsa04146
ds:H01486	Q87.8	path:hsa00563
ds:H01487	Q87.8	path:hsa00563
ds:H01568	Q87.8	NA
ds:H01569	Q87.8	NA
ds:H01573	Q87.8	NA
ds:H01745	Q87.8	path:hsa04010
ds:H01793	Q87.8	NA
ds:H01794	Q87.8	NA
ds:H01795	Q87.8	NA
ds:H01796	Q87.8	NA
ds:H01797	Q87.8	NA
ds:H01800	Q87.8	NA
ds:H01814	Q87.8	NA
ds:H01816	Q87.8	NA
ds:H01824	Q87.8	NA
ds:H01839	Q87.8	path:hsa03040
ds:H01843	Q87.8	path:hsa03040
ds:H01845	Q87.8	NA
ds:H01850	Q87.8	NA
ds:H01857	Q87.8	NA
ds:H01872	Q87.8	NA
ds:H01876	Q87.8	NA
ds:H01878	Q87.8	path:hsa03018
ds:H01880	Q87.8	NA
ds:H01887	Q87.8	path:hsa04610
ds:H01898	Q87.8	path:hsa00564
ds:H01914	Q87.8	NA
ds:H01915	Q87.8	NA
ds:H01916	Q87.8	NA
ds:H01917	Q87.8	path:hsa00100
ds:H01919	Q87.8	NA
ds:H01922	Q87.8	NA
ds:H01923	Q87.8	NA
ds:H01984	Q87.8	path:hsa04010
ds:H01984	Q87.8	path:hsa04014
ds:H01988	Q87.8	NA
ds:H01989	Q87.8	NA
ds:H02047	Q87.8	NA
ds:H02082	Q87.8	NA
ds:H02095	Q87.8	path:hsa00120
ds:H02095	Q87.8	path:hsa00970
ds:H02102	Q87.8	path:hsa04110
ds:H02102	Q87.8	path:hsa04310
ds:H02102	Q87.8	path:hsa04350
ds:H02127	Q87.8	NA
ds:H02137	Q87.8	path:hsa00564
ds:H02169	Q87.8	path:hsa04392
ds:H02180	Q87.8	NA
ds:H02195	Q87.8	path:hsa03013
ds:H02198	Q87.8	NA
ds:H02218	Q87.8	NA
ds:H02219	Q87.8	path:hsa04150
ds:H02219	Q87.8	path:hsa04721
ds:H02224	Q87.8	NA
ds:H02232	Q87.8	path:hsa00970
ds:H02248	Q87.8	path:hsa00100
ds:H02249	Q87.8	NA
ds:H02260	Q87.8	NA
ds:H02267	Q87.8	NA
ds:H01435	Q89.0	path:hsa03010
ds:H00632	Q89.3	path:hsa04060
ds:H00632	Q89.3	path:hsa04350
ds:H00950	Q89.7	NA
ds:H01820	Q89.7	NA
ds:H01904	Q89.7	path:hsa00190
ds:H00570	Q89.8	path:hsa00310
ds:H01552	Q90	NA
ds:H01773	Q93.3	NA
ds:H00764	Q93.4	path:hsa04360
ds:H00561	Q93.5	NA
ds:H01223	Q93.5	NA
ds:H01238	Q93.5	path:hsa04724
ds:H01732	Q93.5	path:hsa04120
ds:H01861	Q93.5	NA
ds:H01877	Q93.5	NA
ds:H02103	Q93.5	NA
ds:H02121	Q93.5	NA
ds:H02146	Q93.5	NA
ds:H02156	Q93.5	NA
ds:H01439	Q93.8	NA
ds:H01525	Q93.8	NA
ds:H01791	Q93.8	NA
ds:H00598	Q99.1	path:hsa04310
ds:H00599	Q99.1	path:hsa04913
ds:H00607	Q99.1	NA
ds:H00465	Q99.2	path:hsa03013
ds:H01731	Q99.2	path:hsa03013
ds:H01288	Q99.8	path:hsa04110
ds:H01899	R48.0	NA
ds:H00912	R50	path:hsa04010
ds:H00912	R50	path:hsa04060
ds:H00912	R50	path:hsa04210
ds:H01290	R82.1	path:hsa00561
ds:H01290	R82.1	path:hsa00564
ds:H01643	T69.1	NA
ds:H00083	T86	path:hsa05330
ds:H00084	T86	path:hsa05332
ds:H00330	U82.1	path:hsa05150
ds:H00331	U83.0	path:hsa05150
ds:H01472	U84.3	NA
ds:H01472	U84.7	NA
ds:H00876	Z15	path:hsa03430
ds:H00876	Z15	path:hsa05210
ds:H00876	Z15	path:hsa05213
ds:H00881	Z15	path:hsa04010
ds:H00881	Z15	path:hsa04110
ds:H00881	Z15	path:hsa04115
ds:H00881	Z15	path:hsa04210
ds:H00881	Z15	path:hsa04310
ds:H00881	Z15	path:hsa05200
