ds	drug
ds:H00630	dr:D10161
ds:H01360	dr:D10850
ds:H00612	dr:D10854
ds:H01490	dr:D04318
ds:H00412	dr:D10605
ds:H00003	dr:D01264
ds:H00001	dr:D01264
ds:H00002	dr:D01264
ds:H00004	dr:D01264
ds:H01460	dr:D02105
ds:H00630	dr:D02105
ds:H01657	dr:D02105
ds:H01642	dr:D03232
ds:H01366	dr:D11086
ds:H00409	dr:D03250
ds:H00408	dr:D03250
ds:H00410	dr:D03250
ds:H00512	dr:D03250
ds:H00513	dr:D03250
ds:H00409	dr:D04539
ds:H00408	dr:D04539
ds:H00410	dr:D04539
ds:H00512	dr:D04539
ds:H00513	dr:D04539
ds:H00057	dr:D01277
ds:H01614	dr:D01277
ds:H01005	dr:D01277
ds:H00845	dr:D01277
ds:H01032	dr:D07130
ds:H00173	dr:D07130
ds:H00174	dr:D07130
ds:H00175	dr:D07130
ds:H01398	dr:D08754
ds:H00187	dr:D08754
ds:H00185	dr:D08754
ds:H01028	dr:D08754
ds:H00899	dr:D08754
ds:H01633	dr:D08864
ds:H01635	dr:D04268
ds:H00079	dr:D00683
ds:H01714	dr:D00683
ds:H00342	dr:D00683
ds:H01714	dr:D10020
ds:H01714	dr:D02212
ds:H00079	dr:D02212
ds:H00020	dr:D06409
ds:H00014	dr:D06409
ds:H00042	dr:D06409
ds:H00021	dr:D06409
ds:H00030	dr:D06409
ds:H00027	dr:D06409
ds:H01554	dr:D06409
ds:H01665	dr:D06409
ds:H00031	dr:D06409
ds:H00031	dr:D04645
ds:H01640	dr:D10888
ds:H00027	dr:D09730
ds:H00031	dr:D09730
ds:H00022	dr:D10808
ds:H00014	dr:D10808
ds:H01611	dr:D10812
ds:H01662	dr:D00293
ds:H01646	dr:D00293
ds:H00783	dr:D00293
ds:H00409	dr:D10897
ds:H01633	dr:D00608
ds:H01633	dr:D02342
ds:H00731	dr:D02342
ds:H01563	dr:D10832
ds:H01563	dr:D10835
ds:H00154	dr:D10843
ds:H01563	dr:D11396
ds:H00399	dr:D10215
ds:H01464	dr:D10893
ds:H01563	dr:D02498
ds:H00014	dr:D10866
ds:H01633	dr:D00319
ds:H01633	dr:D01173
ds:H01593	dr:D10841
ds:H01563	dr:D10851
ds:H00007	dr:D00287
ds:H00008	dr:D00287
ds:H00010	dr:D00287
ds:H00005	dr:D00287
ds:H00003	dr:D00287
ds:H00001	dr:D00287
ds:H00002	dr:D00287
ds:H01463	dr:D00287
ds:H00043	dr:D00287
ds:H00027	dr:D00287
ds:H01513	dr:D00287
ds:H00031	dr:D00287
ds:H01657	dr:D00287
ds:H00013	dr:D00287
ds:H00014	dr:D00287
ds:H00030	dr:D00287
ds:H00004	dr:D00287
ds:H00018	dr:D00287
ds:H00019	dr:D00287
ds:H00048	dr:D00287
ds:H00020	dr:D00287
ds:H00028	dr:D00287
ds:H00038	dr:D00287
ds:H01481	dr:D00287
ds:H01132	dr:D00287
ds:H00238	dr:D00287
ds:H01523	dr:D00287
ds:H00129	dr:D00287
ds:H00080	dr:D00287
ds:H01658	dr:D00287
ds:H01655	dr:D00287
ds:H01382	dr:D00287
ds:H01468	dr:D00287
ds:H01465	dr:D00287
ds:H01604	dr:D00287
ds:H01492	dr:D00287
ds:H01710	dr:D00287
ds:H00219	dr:D10818
ds:H01316	dr:D06982
ds:H01445	dr:D06982
ds:H01656	dr:D00139
ds:H01372	dr:D00139
ds:H01360	dr:D01773
ds:H00079	dr:D01773
ds:H01358	dr:D01773
ds:H01360	dr:D10252
ds:H01639	dr:D00951
ds:H00026	dr:D00951
ds:H00021	dr:D00951
ds:H00031	dr:D00951
ds:H00028	dr:D02115
ds:H00031	dr:D02115
ds:H01463	dr:D02115
ds:H00013	dr:D02115
ds:H00014	dr:D02115
ds:H01656	dr:D02115
ds:H00630	dr:D02115
ds:H01672	dr:D02115
ds:H00038	dr:D10316
ds:H00014	dr:D10316
ds:H00013	dr:D10316
ds:H00021	dr:D10316
ds:H00007	dr:D10316
ds:H00040	dr:D10316
ds:H00022	dr:D10316
ds:H00020	dr:D10316
ds:H00048	dr:D10316
ds:H00018	dr:D10316
ds:H00015	dr:D10316
ds:H00004	dr:D01769
ds:H00007	dr:D01769
ds:H00011	dr:D01769
ds:H01613	dr:D01769
ds:H01463	dr:D01769
ds:H00005	dr:D01769
ds:H01464	dr:D01769
ds:H01892	dr:D01769
ds:H00008	dr:D01769
ds:H00001	dr:D01769
ds:H00002	dr:D01769
ds:H00013	dr:D01769
ds:H00014	dr:D01769
ds:H00017	dr:D01769
ds:H01466	dr:D00244
ds:H01647	dr:D00244
ds:H01645	dr:D00244
ds:H01011	dr:D00244
ds:H00630	dr:D00244
ds:H01672	dr:D00244
ds:H01606	dr:D00244
ds:H00080	dr:D00244
ds:H01595	dr:D00244
ds:H01465	dr:D00244
ds:H01655	dr:D00244
ds:H01604	dr:D00244
ds:H01492	dr:D00244
ds:H01657	dr:D00244
ds:H00079	dr:D00244
ds:H01585	dr:D00244
ds:H00004	dr:D00244
ds:H00005	dr:D00244
ds:H01132	dr:D00244
ds:H01712	dr:D00244
ds:H01467	dr:D00244
ds:H00342	dr:D00244
ds:H01436	dr:D00244
ds:H01594	dr:D00244
ds:H01490	dr:D00244
ds:H01924	dr:D00244
ds:H00007	dr:D00244
ds:H01463	dr:D00244
ds:H00031	dr:D00244
ds:H01674	dr:D00244
ds:H00024	dr:D00244
ds:H01357	dr:D00244
ds:H01358	dr:D00244
ds:H01652	dr:D00244
ds:H01656	dr:D00244
ds:H01663	dr:D00244
ds:H01659	dr:D00244
ds:H01654	dr:D00244
ds:H01584	dr:D00244
ds:H01694	dr:D00244
ds:H00960	dr:D00244
ds:H01476	dr:D00244
ds:H01620	dr:D00244
ds:H01648	dr:D00244
ds:H01362	dr:D00244
ds:H01650	dr:D00244
ds:H01737	dr:D00244
ds:H00366	dr:D00244
ds:H01717	dr:D00244
ds:H01644	dr:D00244
ds:H01495	dr:D00244
ds:H01360	dr:D00244
ds:H00612	dr:D10966
ds:H01358	dr:D00981
ds:H01360	dr:D00981
ds:H01362	dr:D00981
ds:H01357	dr:D00981
ds:H01463	dr:D00981
ds:H01648	dr:D00981
ds:H01695	dr:D00981
ds:H01694	dr:D00981
ds:H00216	dr:D00981
ds:H01598	dr:D00981
ds:H00286	dr:D00981
ds:H01466	dr:D00981
ds:H01585	dr:D00981
ds:H00237	dr:D00981
ds:H01586	dr:D00981
ds:H01490	dr:D00981
ds:H00083	dr:D00981
ds:H01714	dr:D00981
ds:H01328	dr:D00981
ds:H00079	dr:D00981
ds:H00342	dr:D00981
ds:H00346	dr:D00981
ds:H01873	dr:D00981
ds:H01299	dr:D00981
ds:H01521	dr:D00981
ds:H01657	dr:D00981
ds:H01674	dr:D00981
ds:H01604	dr:D00981
ds:H01606	dr:D00981
ds:H01698	dr:D00981
ds:H01507	dr:D00981
ds:H01758	dr:D00981
ds:H00630	dr:D00981
ds:H01672	dr:D00981
ds:H01502	dr:D00981
ds:H00080	dr:D00981
ds:H01099	dr:D00981
ds:H01656	dr:D01632
ds:H01663	dr:D01632
ds:H01595	dr:D01632
ds:H01659	dr:D01632
ds:H01463	dr:D01632
ds:H01648	dr:D01632
ds:H00844	dr:D01632
ds:H01650	dr:D01632
ds:H01360	dr:D00668
ds:H01331	dr:D01502
ds:H01092	dr:D00368
ds:H01090	dr:D00368
ds:H01091	dr:D00368
ds:H01046	dr:D00368
ds:H01587	dr:D06410
ds:H01646	dr:D00809
ds:H00003	dr:D01747
ds:H00004	dr:D01747
ds:H01641	dr:D00184
ds:H00083	dr:D00184
ds:H00630	dr:D00184
ds:H01656	dr:D00184
ds:H00084	dr:D00184
ds:H01476	dr:D00184
ds:H01663	dr:D00184
ds:H01132	dr:D00184
ds:H01586	dr:D00184
ds:H00237	dr:D00184
ds:H01657	dr:D00184
ds:H01594	dr:D00184
ds:H01358	dr:D00184
ds:H01652	dr:D02032
ds:H01656	dr:D02032
ds:H01660	dr:D02032
ds:H01663	dr:D02032
ds:H01595	dr:D02032
ds:H01463	dr:D02032
ds:H01648	dr:D02032
ds:H01362	dr:D02032
ds:H01650	dr:D02032
ds:H00079	dr:D00979
ds:H01358	dr:D00979
ds:H01357	dr:D00979
ds:H01360	dr:D00979
ds:H01362	dr:D00979
ds:H01463	dr:D00979
ds:H01648	dr:D00979
ds:H01694	dr:D00979
ds:H00216	dr:D00979
ds:H01466	dr:D00979
ds:H01585	dr:D00979
ds:H00237	dr:D00979
ds:H01490	dr:D00979
ds:H01698	dr:D00979
ds:H00342	dr:D00979
ds:H01674	dr:D00979
ds:H01507	dr:D00979
ds:H00630	dr:D00979
ds:H01672	dr:D00979
ds:H01604	dr:D00979
ds:H00080	dr:D00979
ds:H01595	dr:D00979
ds:H01654	dr:D00979
ds:H01465	dr:D00979
ds:H01655	dr:D00979
ds:H00004	dr:D00979
ds:H00005	dr:D00979
ds:H01132	dr:D00979
ds:H01924	dr:D00979
ds:H01467	dr:D00979
ds:H01712	dr:D00979
ds:H01657	dr:D00979
ds:H00007	dr:D00979
ds:H01606	dr:D00979
ds:H00024	dr:D00979
ds:H01717	dr:D00979
ds:H01644	dr:D00979
ds:H01652	dr:D00979
ds:H01656	dr:D00979
ds:H01663	dr:D00979
ds:H01584	dr:D00979
ds:H00960	dr:D00979
ds:H01650	dr:D00979
ds:H00366	dr:D00979
ds:H01620	dr:D00979
ds:H01492	dr:D00979
ds:H00079	dr:D00978
ds:H01358	dr:D00978
ds:H01357	dr:D00978
ds:H01360	dr:D00978
ds:H01362	dr:D00978
ds:H01463	dr:D00978
ds:H01648	dr:D00978
ds:H01695	dr:D00978
ds:H01694	dr:D00978
ds:H01466	dr:D00978
ds:H01585	dr:D00978
ds:H00237	dr:D00978
ds:H01586	dr:D00978
ds:H01490	dr:D00978
ds:H01657	dr:D00978
ds:H00342	dr:D00978
ds:H01674	dr:D00978
ds:H01507	dr:D00978
ds:H00630	dr:D00978
ds:H01672	dr:D00978
ds:H01604	dr:D00978
ds:H01698	dr:D00978
ds:H00080	dr:D00978
ds:H01645	dr:D00978
ds:H01011	dr:D00978
ds:H01595	dr:D00978
ds:H01594	dr:D00978
ds:H01436	dr:D00978
ds:H01924	dr:D00978
ds:H00007	dr:D00978
ds:H00031	dr:D00978
ds:H01606	dr:D00978
ds:H00024	dr:D00978
ds:H01652	dr:D00978
ds:H01656	dr:D00978
ds:H01663	dr:D00978
ds:H00960	dr:D00978
ds:H01476	dr:D00978
ds:H01650	dr:D00978
ds:H00366	dr:D00978
ds:H01495	dr:D00978
ds:H00995	dr:D00148
ds:H01651	dr:D00292
ds:H00079	dr:D00292
ds:H01358	dr:D00292
ds:H01357	dr:D00292
ds:H01360	dr:D00292
ds:H01362	dr:D00292
ds:H01463	dr:D00292
ds:H01648	dr:D00292
ds:H01695	dr:D00292
ds:H01694	dr:D00292
ds:H00216	dr:D00292
ds:H01466	dr:D00292
ds:H01585	dr:D00292
ds:H00237	dr:D00292
ds:H01586	dr:D00292
ds:H01490	dr:D00292
ds:H01698	dr:D00292
ds:H01657	dr:D00292
ds:H00342	dr:D00292
ds:H01532	dr:D00292
ds:H01674	dr:D00292
ds:H01507	dr:D00292
ds:H00630	dr:D00292
ds:H01672	dr:D00292
ds:H01604	dr:D00292
ds:H00080	dr:D00292
ds:H01598	dr:D00292
ds:H01647	dr:D00292
ds:H01645	dr:D00292
ds:H01011	dr:D00292
ds:H01606	dr:D00292
ds:H01595	dr:D00292
ds:H01465	dr:D00292
ds:H01655	dr:D00292
ds:H01492	dr:D00292
ds:H01132	dr:D00292
ds:H00004	dr:D00292
ds:H00005	dr:D00292
ds:H01712	dr:D00292
ds:H01467	dr:D00292
ds:H01436	dr:D00292
ds:H01594	dr:D00292
ds:H01924	dr:D00292
ds:H00007	dr:D00292
ds:H00031	dr:D00292
ds:H00024	dr:D00292
ds:H01652	dr:D00292
ds:H01656	dr:D00292
ds:H01663	dr:D00292
ds:H01654	dr:D00292
ds:H01584	dr:D00292
ds:H00960	dr:D00292
ds:H01476	dr:D00292
ds:H01620	dr:D00292
ds:H01650	dr:D00292
ds:H01737	dr:D00292
ds:H00366	dr:D00292
ds:H01717	dr:D00292
ds:H01644	dr:D00292
ds:H01495	dr:D00292
ds:H00010	dr:D00292
ds:H01316	dr:D03488
ds:H01652	dr:D03488
ds:H01649	dr:D01321
ds:H00342	dr:D01106
ds:H00892	dr:D01106
ds:H00079	dr:D01106
ds:H01360	dr:D06390
ds:H00255	dr:D06457
ds:H02027	dr:D06457
ds:H00363	dr:D00202
ds:H00340	dr:D00947
ds:H00330	dr:D00947
ds:H00330	dr:D00926
ds:H01175	dr:D00926
ds:H00334	dr:D00926
ds:H01423	dr:D00926
ds:H01401	dr:D00926
ds:H01644	dr:D00926
ds:H00338	dr:D00926
ds:H00333	dr:D01990
ds:H01175	dr:D01990
ds:H01652	dr:D01434
ds:H01656	dr:D01434
ds:H01660	dr:D01434
ds:H01663	dr:D01434
ds:H01595	dr:D01434
ds:H01656	dr:D01357
ds:H01663	dr:D01357
ds:H01654	dr:D01357
ds:H01659	dr:D01357
ds:H01660	dr:D01357
ds:H01595	dr:D01357
ds:H01643	dr:D01357
ds:H01648	dr:D01357
ds:H01362	dr:D01357
ds:H01650	dr:D01357
ds:H01615	dr:D00720
ds:H01668	dr:D00168
ds:H00003	dr:D00168
ds:H00004	dr:D00168
ds:H00018	dr:D00168
ds:H00019	dr:D00168
ds:H00048	dr:D00168
ds:H00020	dr:D00168
ds:H00013	dr:D00168
ds:H00014	dr:D00168
ds:H00031	dr:D00168
ds:H00026	dr:D00168
ds:H00030	dr:D00168
ds:H00022	dr:D00168
ds:H00007	dr:D00168
ds:H00011	dr:D00168
ds:H01613	dr:D00168
ds:H01463	dr:D00168
ds:H00005	dr:D00168
ds:H01464	dr:D00168
ds:H01892	dr:D00168
ds:H00008	dr:D00168
ds:H00001	dr:D00168
ds:H00002	dr:D00168
ds:H00630	dr:D02596
ds:H01698	dr:D02596
ds:H01672	dr:D02596
ds:H01479	dr:D02596
ds:H01465	dr:D02596
ds:H00731	dr:D01847
ds:H00045	dr:D11033
ds:H00409	dr:D11034
ds:H00255	dr:D06087
ds:H00018	dr:D01911
ds:H00013	dr:D01911
ds:H00014	dr:D01911
ds:H00031	dr:D01911
ds:H00027	dr:D01911
ds:H00007	dr:D01911
ds:H00011	dr:D01911
ds:H01613	dr:D01911
ds:H01463	dr:D01911
ds:H00005	dr:D01911
ds:H01464	dr:D01911
ds:H01892	dr:D01911
ds:H00008	dr:D01911
ds:H00001	dr:D01911
ds:H00002	dr:D01911
ds:H00003	dr:D01911
ds:H00027	dr:D01275
ds:H00041	dr:D01275
ds:H00010	dr:D01275
ds:H00001	dr:D01275
ds:H00002	dr:D01275
ds:H00003	dr:D01275
ds:H00007	dr:D01275
ds:H00011	dr:D01275
ds:H01613	dr:D01275
ds:H01463	dr:D01275
ds:H00005	dr:D01275
ds:H01464	dr:D01275
ds:H01892	dr:D01275
ds:H00008	dr:D01275
ds:H00031	dr:D01275
ds:H00043	dr:D01275
ds:H00032	dr:D01275
ds:H00018	dr:D01275
ds:H00013	dr:D01275
ds:H00014	dr:D01275
ds:H00047	dr:D01275
ds:H00046	dr:D01275
ds:H00019	dr:D01275
ds:H00048	dr:D01275
ds:H00020	dr:D01275
ds:H00022	dr:D01275
ds:H00026	dr:D01275
ds:H00036	dr:D01275
ds:H00035	dr:D01275
ds:H00037	dr:D01275
ds:H01513	dr:D01275
ds:H00021	dr:D01275
ds:H01097	dr:D00241
ds:H00431	dr:D00241
ds:H01490	dr:D00241
ds:H00058	dr:D00241
ds:H01616	dr:D00241
ds:H00612	dr:D01964
ds:H00409	dr:D00216
ds:H00363	dr:D01429
ds:H00364	dr:D01429
ds:H01714	dr:D11035
ds:H01714	dr:D11036
ds:H00031	dr:D02165
ds:H00014	dr:D02165
ds:H00024	dr:D02165
ds:H00018	dr:D02165
ds:H00027	dr:D02165
ds:H00017	dr:D02165
ds:H00026	dr:D02165
ds:H00007	dr:D00478
ds:H00042	dr:D00478
ds:H00019	dr:D01061
ds:H00020	dr:D01061
ds:H00013	dr:D01061
ds:H00014	dr:D01061
ds:H00030	dr:D01061
ds:H00027	dr:D01061
ds:H00018	dr:D01061
ds:H00031	dr:D01061
ds:H00040	dr:D01061
ds:H00011	dr:D01061
ds:H01613	dr:D01061
ds:H01463	dr:D01061
ds:H00005	dr:D01061
ds:H01464	dr:D01061
ds:H01892	dr:D01061
ds:H00008	dr:D01061
ds:H00001	dr:D01061
ds:H00002	dr:D01061
ds:H01669	dr:D03505
ds:H01558	dr:D03505
ds:H00246	dr:D03505
ds:H00219	dr:D08798
ds:H01635	dr:D10335
ds:H00155	dr:D10335
ds:H01383	dr:D10335
ds:H00079	dr:D00691
ds:H01714	dr:D01929
ds:H00079	dr:D01929
ds:H01615	dr:D01500
ds:H00323	dr:D02122
ds:H00322	dr:D02122
ds:H00310	dr:D02122
ds:H00350	dr:D02122
ds:H01627	dr:D02122
ds:H00349	dr:D02122
ds:H00348	dr:D02122
ds:H01415	dr:D02122
ds:H00427	dr:D02122
ds:H00326	dr:D02122
ds:H00305	dr:D02122
ds:H00312	dr:D02122
ds:H00297	dr:D02122
ds:H00110	dr:D02122
ds:H00325	dr:D02122
ds:H00321	dr:D02122
ds:H00360	dr:D02122
ds:H01445	dr:D02122
ds:H00354	dr:D02122
ds:H01318	dr:D02122
ds:H01440	dr:D02122
ds:H00328	dr:D02122
ds:H01325	dr:D02122
ds:H00315	dr:D02122
ds:H01515	dr:D02122
ds:H00319	dr:D02122
ds:H00336	dr:D02122
ds:H00355	dr:D02122
ds:H00324	dr:D02122
ds:H00334	dr:D00919
ds:H01213	dr:D00919
ds:H01176	dr:D00914
ds:H00315	dr:D00914
ds:H00353	dr:D00914
ds:H01598	dr:D00975
ds:H00216	dr:D00975
ds:H00630	dr:D00975
ds:H01672	dr:D00975
ds:H01532	dr:D00975
ds:H01507	dr:D00975
ds:H01674	dr:D00975
ds:H00080	dr:D00975
ds:H01648	dr:D00975
ds:H01695	dr:D00975
ds:H01694	dr:D00975
ds:H01652	dr:D00975
ds:H01656	dr:D00975
ds:H01463	dr:D00975
ds:H00079	dr:D00975
ds:H01357	dr:D00975
ds:H01358	dr:D00975
ds:H01360	dr:D00975
ds:H00366	dr:D00975
ds:H01717	dr:D00975
ds:H01466	dr:D00975
ds:H00342	dr:D00975
ds:H01585	dr:D00975
ds:H01657	dr:D00975
ds:H01644	dr:D00975
ds:H01647	dr:D00975
ds:H01645	dr:D00975
ds:H01606	dr:D00975
ds:H01595	dr:D00975
ds:H01465	dr:D00975
ds:H01655	dr:D00975
ds:H01604	dr:D00975
ds:H01492	dr:D00975
ds:H01359	dr:D00975
ds:H00004	dr:D00975
ds:H00005	dr:D00975
ds:H01132	dr:D00975
ds:H01712	dr:D00975
ds:H01467	dr:D00975
ds:H01436	dr:D00975
ds:H01594	dr:D00975
ds:H01490	dr:D00975
ds:H01924	dr:D00975
ds:H00007	dr:D00975
ds:H00031	dr:D00975
ds:H00010	dr:D00975
ds:H00024	dr:D00975
ds:H01663	dr:D00975
ds:H01654	dr:D00975
ds:H00960	dr:D00975
ds:H01476	dr:D00975
ds:H01362	dr:D00975
ds:H01650	dr:D00975
ds:H01495	dr:D00975
ds:H01895	dr:D02242
ds:H01293	dr:D02242
ds:H01646	dr:D02242
ds:H01445	dr:D00140
ds:H00332	dr:D00140
ds:H00319	dr:D00140
ds:H00343	dr:D00140
ds:H00360	dr:D00140
ds:H00354	dr:D00140
ds:H00311	dr:D00140
ds:H00315	dr:D00140
ds:H00305	dr:D00140
ds:H00348	dr:D00140
ds:H01515	dr:D00140
ds:H00337	dr:D00140
ds:H00336	dr:D00140
ds:H00323	dr:D00850
ds:H00322	dr:D00850
ds:H00310	dr:D00850
ds:H00348	dr:D00850
ds:H00350	dr:D00850
ds:H00349	dr:D00850
ds:H00427	dr:D00850
ds:H00305	dr:D00850
ds:H00297	dr:D00850
ds:H00312	dr:D00850
ds:H00110	dr:D00850
ds:H00321	dr:D00850
ds:H00325	dr:D00850
ds:H00326	dr:D00850
ds:H01415	dr:D00850
ds:H00354	dr:D00850
ds:H01318	dr:D00850
ds:H00332	dr:D00850
ds:H00328	dr:D00850
ds:H01440	dr:D00850
ds:H01325	dr:D00850
ds:H00360	dr:D00850
ds:H01445	dr:D00850
ds:H01408	dr:D00850
ds:H01515	dr:D00850
ds:H00315	dr:D00850
ds:H01380	dr:D00850
ds:H00324	dr:D00850
ds:H01409	dr:D00854
ds:H00340	dr:D00854
ds:H01213	dr:D01628
ds:H01408	dr:D01628
ds:H01515	dr:D01628
ds:H00319	dr:D01628
ds:H00020	dr:D10137
ds:H01591	dr:D10137
ds:H00048	dr:D10137
ds:H01649	dr:D00789
ds:H00202	dr:D00789
ds:H01763	dr:D00789
ds:H00337	dr:D00789
ds:H01653	dr:D00789
ds:H01671	dr:D00789
ds:H02143	dr:D10913
ds:H01321	dr:D01053
ds:H00334	dr:D01053
ds:H00328	dr:D01053
ds:H01325	dr:D01053
ds:H00339	dr:D01053
ds:H00336	dr:D01053
ds:H00337	dr:D01053
ds:H00343	dr:D01053
ds:H00332	dr:D01053
ds:H00306	dr:D01053
ds:H01314	dr:D01053
ds:H00315	dr:D01053
ds:H00354	dr:D01053
ds:H00314	dr:D01053
ds:H01515	dr:D01053
ds:H00427	dr:D01053
ds:H00355	dr:D01053
ds:H00014	dr:D11012
ds:H01647	dr:D00385
ds:H00630	dr:D00385
ds:H01672	dr:D00385
ds:H01606	dr:D00385
ds:H00080	dr:D00385
ds:H01595	dr:D00385
ds:H01465	dr:D00385
ds:H01655	dr:D00385
ds:H01492	dr:D00385
ds:H01604	dr:D00385
ds:H01674	dr:D00385
ds:H00079	dr:D00385
ds:H01360	dr:D00385
ds:H01490	dr:D00385
ds:H01924	dr:D00385
ds:H01657	dr:D00385
ds:H00004	dr:D00385
ds:H00005	dr:D00385
ds:H00007	dr:D00385
ds:H01463	dr:D00385
ds:H01466	dr:D00385
ds:H01357	dr:D00385
ds:H01358	dr:D00385
ds:H01652	dr:D00385
ds:H01656	dr:D00385
ds:H01663	dr:D00385
ds:H01584	dr:D00385
ds:H01694	dr:D00385
ds:H00960	dr:D00385
ds:H01476	dr:D00385
ds:H01648	dr:D00385
ds:H01362	dr:D00385
ds:H01650	dr:D00385
ds:H00366	dr:D00385
ds:H01659	dr:D00385
ds:H01654	dr:D00385
ds:H01620	dr:D00385
ds:H01644	dr:D00385
ds:H00024	dr:D00385
ds:H00323	dr:D00307
ds:H00322	dr:D00307
ds:H00310	dr:D00307
ds:H00348	dr:D00307
ds:H00350	dr:D00307
ds:H00349	dr:D00307
ds:H00427	dr:D00307
ds:H00305	dr:D00307
ds:H00297	dr:D00307
ds:H00312	dr:D00307
ds:H00110	dr:D00307
ds:H00321	dr:D00307
ds:H00325	dr:D00307
ds:H00326	dr:D00307
ds:H01415	dr:D00307
ds:H00328	dr:D00307
ds:H00315	dr:D00307
ds:H00354	dr:D00307
ds:H01318	dr:D00307
ds:H00332	dr:D00307
ds:H01440	dr:D00307
ds:H01325	dr:D00307
ds:H00360	dr:D00307
ds:H01445	dr:D00307
ds:H01646	dr:D00821
ds:H01662	dr:D00821
ds:H01670	dr:D00821
ds:H01664	dr:D00821
ds:H01609	dr:D00457
ds:H01649	dr:D00426
ds:H01653	dr:D00426
ds:H00342	dr:D01350
ds:H00297	dr:D01350
ds:H00312	dr:D01350
ds:H00325	dr:D01350
ds:H01415	dr:D01350
ds:H00305	dr:D01350
ds:H00334	dr:D01350
ds:H02029	dr:D01350
ds:H01458	dr:D01350
ds:H00355	dr:D01350
ds:H01532	dr:D00570
ds:H00288	dr:D00570
ds:H01600	dr:D03276
ds:H01490	dr:D03846
ds:H00079	dr:D00751
ds:H01358	dr:D00751
ds:H01357	dr:D00751
ds:H01360	dr:D00751
ds:H01362	dr:D00751
ds:H01463	dr:D00751
ds:H01648	dr:D00751
ds:H01695	dr:D00751
ds:H01694	dr:D00751
ds:H00216	dr:D00751
ds:H01466	dr:D00751
ds:H01585	dr:D00751
ds:H00237	dr:D00751
ds:H01240	dr:D00751
ds:H01586	dr:D00751
ds:H01490	dr:D00751
ds:H01674	dr:D00751
ds:H01507	dr:D00751
ds:H00630	dr:D00751
ds:H01672	dr:D00751
ds:H01604	dr:D00751
ds:H01698	dr:D00751
ds:H00080	dr:D00751
ds:H01657	dr:D00751
ds:H01658	dr:D00751
ds:H01655	dr:D00751
ds:H01382	dr:D00751
ds:H01468	dr:D00751
ds:H01465	dr:D00751
ds:H01492	dr:D00751
ds:H01710	dr:D00751
ds:H00007	dr:D00751
ds:H00011	dr:D00751
ds:H01613	dr:D00751
ds:H00005	dr:D00751
ds:H01464	dr:D00751
ds:H01892	dr:D00751
ds:H00008	dr:D00751
ds:H00001	dr:D00751
ds:H00002	dr:D00751
ds:H00031	dr:D10979
ds:H00031	dr:D00491
ds:H00014	dr:D00491
ds:H00019	dr:D00491
ds:H00027	dr:D00491
ds:H00041	dr:D00491
ds:H00018	dr:D00491
ds:H00026	dr:D00491
ds:H00017	dr:D00491
ds:H01666	dr:D00491
ds:H00030	dr:D00491
ds:H00023	dr:D00491
ds:H01358	dr:D00473
ds:H01360	dr:D00473
ds:H01362	dr:D00473
ds:H01357	dr:D00473
ds:H01463	dr:D00473
ds:H01648	dr:D00473
ds:H01694	dr:D00473
ds:H00216	dr:D00473
ds:H01598	dr:D00473
ds:H00286	dr:D00473
ds:H01466	dr:D00473
ds:H01585	dr:D00473
ds:H00237	dr:D00473
ds:H01240	dr:D00473
ds:H01586	dr:D00473
ds:H01490	dr:D00473
ds:H01714	dr:D00473
ds:H01328	dr:D00473
ds:H00079	dr:D00473
ds:H00342	dr:D00473
ds:H00346	dr:D00473
ds:H01299	dr:D00473
ds:H01521	dr:D00473
ds:H01674	dr:D00473
ds:H01604	dr:D00473
ds:H01606	dr:D00473
ds:H01507	dr:D00473
ds:H01758	dr:D00473
ds:H00630	dr:D00473
ds:H01672	dr:D00473
ds:H01502	dr:D00473
ds:H00080	dr:D00473
ds:H00007	dr:D01068
ds:H01463	dr:D01068
ds:H00023	dr:D01068
ds:H00041	dr:D01068
ds:H00028	dr:D01068
ds:H00031	dr:D01068
ds:H00011	dr:D01068
ds:H01613	dr:D01068
ds:H00005	dr:D01068
ds:H01464	dr:D01068
ds:H01892	dr:D01068
ds:H00008	dr:D01068
ds:H00001	dr:D01068
ds:H00002	dr:D01068
ds:H00027	dr:D01068
ds:H01512	dr:D01068
ds:H00022	dr:D01068
ds:H00006	dr:D02745
ds:H00038	dr:D02745
ds:H01613	dr:D02745
ds:H01418	dr:D02745
ds:H00041	dr:D02745
ds:H00413	dr:D02745
ds:H00412	dr:D02745
ds:H00021	dr:D02745
ds:H00004	dr:D02745
ds:H00010	dr:D02745
ds:H00016	dr:D03229
ds:H00055	dr:D03229
ds:H00013	dr:D03229
ds:H00014	dr:D03229
ds:H00017	dr:D03229
ds:H00007	dr:D03229
ds:H00011	dr:D03229
ds:H01613	dr:D03229
ds:H01463	dr:D03229
ds:H00005	dr:D03229
ds:H01464	dr:D03229
ds:H01892	dr:D03229
ds:H00008	dr:D03229
ds:H00001	dr:D03229
ds:H00002	dr:D03229
ds:H00030	dr:D03229
ds:H00042	dr:D03229
ds:H00032	dr:D03229
ds:H00023	dr:D03229
ds:H00027	dr:D03229
ds:H01372	dr:D01175
ds:H00399	dr:D09537
ds:H00398	dr:D09537
ds:H00409	dr:D09729
ds:H00031	dr:D08386
ds:H00018	dr:D08386
ds:H00022	dr:D08386
ds:H00027	dr:D08386
ds:H00007	dr:D08386
ds:H00011	dr:D08386
