ds	drug	atc	icd
ds:H01657	dr:D00472	S03BA02	N04
ds:H01657	dr:D00407	H02AB04	N04
ds:H01657	dr:D07014	NA	N04
ds:H01657	dr:D06921	NA	N04
ds:H01657	dr:D06995	NA	N04
ds:H01657	dr:D07021	NA	N04
ds:H01657	dr:D07047	NA	N04
ds:H01658	dr:D00238	L04AX01	M31.7
ds:H01658	dr:D02994	L01XC02	M31.7
ds:H01658	dr:D00287	L01AA01	M31.7
ds:H01658	dr:D00751	H02AB04	M31.7
ds:H01659	dr:D01327	D07AC10	L44.0
ds:H01659	dr:D01239	S03BA02	L44.0
ds:H01659	dr:D01472	D05AX04	L44.0
ds:H01659	dr:D00316	D05BB01	L44.0
ds:H01659	dr:D00244	S03BA03	L44.0
ds:H01659	dr:D01632	S03BA01	L44.0
ds:H01659	dr:D01357	S03BA03	L44.0
ds:H01659	dr:D00385	S01BA05	L44.0
ds:H01659	dr:D00983	S01BA05	L44.0
ds:H01659	dr:D00472	S03BA02	L44.0
ds:H01659	dr:D01637	S03BA03	L44.0
ds:H01660	dr:D01820	S01BA10	L42
ds:H01660	dr:D01266	D07AC19	L42
ds:H01660	dr:D01272	D07AD01	L42
ds:H01660	dr:D02032	S03BA03	L42
ds:H01660	dr:D01434	NA	L42
ds:H01660	dr:D01357	S03BA03	L42
ds:H01660	dr:D00690	R03BA07	L42
ds:H01661	dr:D00476	C10AX02	E78
ds:H01662	dr:D01179	N06AX21	F41.1
ds:H01662	dr:D01316	NA	F41.1
ds:H01662	dr:D05374	N06AB05	F41.1
ds:H01662	dr:D05375	N06AB05	F41.1
ds:H01662	dr:D00267	N05BA02	F41.1
ds:H01662	dr:D00506	N03AA02	F41.1
ds:H01662	dr:D01293	N05BA18	F41.1
ds:H01662	dr:D01268	N05BA22	F41.1
ds:H01662	dr:D06966	NA	F41.1
ds:H01662	dr:D01279	NA	F41.1
ds:H01662	dr:D10294	N06CA01	F41.1
ds:H01662	dr:D02567	N06AB10	F41.1
ds:H01662	dr:D00701	N03AA02	F41.1
ds:H01662	dr:D00293	N05BA01	F41.1
ds:H01662	dr:D00821	N06AX16	F41.1
ds:H01662	dr:D00225	N05BA12	F41.1
ds:H01662	dr:D07037	NA	F41.1
ds:H01662	dr:D07032	NA	F41.1
ds:H01663	dr:D00325	D07AC08	L40.3
ds:H01663	dr:D00097	S01BC08	L40.3
ds:H01663	dr:D01948	S03BA01	L40.3
ds:H01663	dr:D01327	D07AC10	L40.3
ds:H01663	dr:D04773	NA	L40.3
ds:H01663	dr:D00328	D07AC07	L40.3
ds:H01663	dr:D01886	S02BA01	L40.3
ds:H01663	dr:D01239	S03BA02	L40.3
ds:H01663	dr:D03301	S03BA02	L40.3
ds:H01663	dr:D00689	R03BA01	L40.3
ds:H01663	dr:D01619	S02BA01	L40.3
ds:H01663	dr:D01098	NA	L40.3
ds:H01663	dr:D01472	D05AX04	L40.3
ds:H01663	dr:D00973	S01BA03	L40.3
ds:H01663	dr:D01820	S01BA10	L40.3
ds:H01663	dr:D01266	D07AC19	L40.3
ds:H01663	dr:D04795	NA	L40.3
ds:H01663	dr:D04806	NA	L40.3
ds:H01663	dr:D08734	NA	L40.3
ds:H01663	dr:D01272	D07AD01	L40.3
ds:H01663	dr:D09967	L04AC10	L40.3
ds:H01663	dr:D02597	L04AB04	L40.3
ds:H01663	dr:D10438	L04AC16	L40.3
ds:H01663	dr:D10061	L04AC12	L40.3
ds:H01663	dr:D10071	L04AC13	L40.3
ds:H01663	dr:D02598	L04AB02	L40.3
ds:H01663	dr:D00316	D05BB01	L40.3
ds:H01663	dr:D00244	S03BA03	L40.3
ds:H01663	dr:D01632	S03BA01	L40.3
ds:H01663	dr:D00184	S01XA18	L40.3
ds:H01663	dr:D02032	S03BA03	L40.3
ds:H01663	dr:D00979	H02AB04	L40.3
ds:H01663	dr:D00978	S02BA01	L40.3
ds:H01663	dr:D00292	S03BA01	L40.3
ds:H01663	dr:D01434	NA	L40.3
ds:H01663	dr:D01357	S03BA03	L40.3
ds:H01663	dr:D00975	S03BA01	L40.3
ds:H01663	dr:D00385	S01BA05	L40.3
ds:H01663	dr:D00983	S01BA05	L40.3
ds:H01663	dr:D00088	S02BA01	L40.3
ds:H01663	dr:D00472	S03BA02	L40.3
ds:H01663	dr:D00407	H02AB04	L40.3
ds:H01663	dr:D01637	S03BA03	L40.3
ds:H01663	dr:D00690	R03BA07	L40.3
ds:H01664	dr:D00823	N06AB03	F41.0
ds:H01664	dr:D05374	N06AB05	F41.0
ds:H01664	dr:D05375	N06AB05	F41.0
ds:H01664	dr:D00280	N03AE01	F41.0
ds:H01664	dr:D00825	N06AB06	F41.0
ds:H01664	dr:D02260	N06AB05	F41.0
ds:H01664	dr:D00821	N06AX16	F41.0
ds:H01664	dr:D00225	N05BA12	F41.0
ds:H01665	dr:D06409	L01XC07	C48.1
ds:H01665	dr:D10140	L01XX54	C48.1
ds:H01666	dr:D02749	NA	C22.3
ds:H01666	dr:D02197	L01CA02	C22.3
ds:H01666	dr:D00491	L01CD01	C22.3
ds:H01667	dr:D03304	L03AB02	C71.6
ds:H01667	dr:D00275	L01XA01	C71.6
ds:H01667	dr:D00254	L01AD01	C71.6
ds:H01668	dr:D00168	L01BC01	G03
ds:H01669	dr:D01009	H05BX03	E21.1
ds:H01669	dr:D11063	NA	E21.1
ds:H01669	dr:D01662	NA	E21.1
ds:H01669	dr:D01098	NA	E21.1
ds:H01669	dr:D00129	D05AX03	E21.1
ds:H01669	dr:D10677	H05BX04	E21.1
ds:H01669	dr:D03505	H05BX01	E21.1
ds:H01670	dr:D05374	N06AB05	F93.2
ds:H01670	dr:D00825	N06AB06	F93.2
ds:H01670	dr:D02567	N06AB10	F93.2
ds:H01670	dr:D02260	N06AB05	F93.2
ds:H01670	dr:D00821	N06AX16	F93.2
ds:H01670	dr:D00824	N06AB08	F93.2
ds:H01671	dr:D04034	N05AA01	F48
ds:H01671	dr:D06920	NA	F48
ds:H01671	dr:D07049	NA	F48
ds:H01671	dr:D07050	NA	F48
ds:H01671	dr:D06931	NA	F48
ds:H01671	dr:D07033	NA	F48
ds:H01671	dr:D06965	NA	F48
ds:H01671	dr:D07006	NA	F48
ds:H01671	dr:D06924	NA	F48
ds:H01671	dr:D07026	NA	F48
ds:H01671	dr:D06929	NA	F48
ds:H01671	dr:D06936	NA	F48
ds:H01671	dr:D00789	N05AA01	F48
ds:H01671	dr:D06962	NA	F48
ds:H01671	dr:D06963	NA	F48
ds:H01671	dr:D07004	NA	F48
ds:H01671	dr:D06919	NA	F48
ds:H01671	dr:D07032	NA	F48
ds:H01672	dr:D00146	H01AA01	M08
ds:H01672	dr:D00463	M01AE12	M08
ds:H01672	dr:D01239	S03BA02	M08
ds:H01672	dr:D00448	A07EC01	M08
ds:H01672	dr:D00973	S01BA03	M08
ds:H01672	dr:D03203	L04AA24	M08
ds:H01672	dr:D00742	L04AB01	M08
ds:H01672	dr:D02597	L04AB04	M08
ds:H01672	dr:D09315	L04AC08	M08
ds:H01672	dr:D02115	L04AX03	M08
ds:H01672	dr:D00244	S03BA03	M08
ds:H01672	dr:D00981	S03BA02	M08
ds:H01672	dr:D00979	H02AB04	M08
ds:H01672	dr:D00978	S02BA01	M08
ds:H01672	dr:D00292	S03BA01	M08
ds:H01672	dr:D02596	L04AC07	M08
ds:H01672	dr:D00975	S03BA01	M08
ds:H01672	dr:D00385	S01BA05	M08
ds:H01672	dr:D00751	H02AB04	M08
ds:H01672	dr:D00473	H02AB07	M08
ds:H01672	dr:D00983	S01BA05	M08
ds:H01672	dr:D00088	S02BA01	M08
ds:H01672	dr:D00142	L04AX03	M08
ds:H01672	dr:D00472	S03BA02	M08
ds:H01672	dr:D00407	H02AB04	M08
ds:H01673	dr:D00023	D02AE01	L85.1
ds:H01673	dr:D04805	NA	L85.1
ds:H01673	dr:D01098	NA	L85.1
ds:H01673	dr:D01472	D05AX04	L85.1
ds:H01673	dr:D00316	D05BB01	L85.1
ds:H01674	dr:D00169	M02AA18	M45
ds:H01674	dr:D00146	H01AA01	M45
ds:H01674	dr:D01239	S03BA02	M45
ds:H01674	dr:D00109	N02BA01	M45
ds:H01674	dr:D00973	S01BA03	M45
ds:H01674	dr:D03441	L04AB05	M45
ds:H01674	dr:D04358	L04AB06	M45
ds:H01674	dr:D09967	L04AC10	M45
ds:H01674	dr:D00742	L04AB01	M45
ds:H01674	dr:D02597	L04AB04	M45
ds:H01674	dr:D02598	L04AB02	M45
ds:H01674	dr:D00118	M02AA12	M45
ds:H01674	dr:D00244	S03BA03	M45
ds:H01674	dr:D00981	S03BA02	M45
ds:H01674	dr:D00979	H02AB04	M45
ds:H01674	dr:D00978	S02BA01	M45
ds:H01674	dr:D00292	S03BA01	M45
ds:H01674	dr:D00975	S03BA01	M45
ds:H01674	dr:D00385	S01BA05	M45
ds:H01674	dr:D00751	H02AB04	M45
ds:H01674	dr:D00473	H02AB07	M45
ds:H01674	dr:D00983	S01BA05	M45
ds:H01674	dr:D00088	S02BA01	M45
ds:H01674	dr:D00141	S01BC01	M45
ds:H01674	dr:D00472	S03BA02	M45
ds:H01674	dr:D00407	H02AB04	M45
ds:H01680	dr:D01365	A03AX09	K86.1
ds:H01680	dr:D01766	B02AB04	K86.1
ds:H01680	dr:D01672	NA	K86.1
ds:H01680	dr:D05349	NA	K86.1
ds:H01680	dr:D01670	NA	K86.1
ds:H01681	dr:D01672	NA	K85
ds:H01681	dr:D05183	NA	K85
ds:H01681	dr:D01670	NA	K85
ds:H01682	dr:D01855	NA	E22.2
ds:H01691	dr:D02714	L04AA18	D30.0
ds:H01692	dr:D02714	L04AA18	D43.2
ds:H01694	dr:D00146	H01AA01	L51.2
ds:H01694	dr:D01239	S03BA02	L51.2
ds:H01694	dr:D00973	S01BA03	L51.2
ds:H01694	dr:D03354	S01KA01	L51.2
ds:H01694	dr:D00244	S03BA03	L51.2
ds:H01694	dr:D00981	S03BA02	L51.2
ds:H01694	dr:D00979	H02AB04	L51.2
ds:H01694	dr:D00978	S02BA01	L51.2
ds:H01694	dr:D00292	S03BA01	L51.2
ds:H01694	dr:D00975	S03BA01	L51.2
ds:H01694	dr:D00385	S01BA05	L51.2
ds:H01694	dr:D00751	H02AB04	L51.2
ds:H01694	dr:D00473	H02AB07	L51.2
ds:H01694	dr:D00983	S01BA05	L51.2
ds:H01694	dr:D00088	S02BA01	L51.2
ds:H01694	dr:D00472	S03BA02	L51.2
ds:H01694	dr:D00407	H02AB04	L51.2
ds:H01694	dr:D08788	NA	L51.2
ds:H01695	dr:D00146	H01AA01	L51.9
ds:H01695	dr:D00973	S01BA03	L51.9
ds:H01695	dr:D00981	S03BA02	L51.9
ds:H01695	dr:D00978	S02BA01	L51.9
ds:H01695	dr:D00292	S03BA01	L51.9
ds:H01695	dr:D00975	S03BA01	L51.9
ds:H01695	dr:D00751	H02AB04	L51.9
ds:H01695	dr:D00983	S01BA05	L51.9
ds:H01695	dr:D00088	S02BA01	L51.9
ds:H01695	dr:D00472	S03BA02	L51.9
ds:H01695	dr:D00407	H02AB04	L51.9
ds:H01696	dr:D01995	S01XA10	A81.1
ds:H01696	dr:D03305	L03AB01	A81.1
ds:H01698	dr:D00981	S03BA02	M31.6
ds:H01698	dr:D00979	H02AB04	M31.6
ds:H01698	dr:D00978	S02BA01	M31.6
ds:H01698	dr:D00292	S03BA01	M31.6
ds:H01698	dr:D02596	L04AC07	M31.6
ds:H01698	dr:D00751	H02AB04	M31.6
ds:H01698	dr:D00983	S01BA05	M31.6
ds:H01699	dr:D00930	H05BX02	E23.0
ds:H01703	dr:D00823	N06AB03	F50
ds:H01703	dr:D04747	N06BA12	F50
ds:H01704	dr:D03352	B02BX03	H91.2
ds:H01709	dr:D00942	M05BA07	M87.1
ds:H01709	dr:D03234	M05BA07	M87.1
ds:H01709	dr:D01968	M05BA08	M87.1
ds:H01709	dr:D00939	M05BA04	M87.1
ds:H01710	dr:D00238	L04AX01	M35.1
ds:H01710	dr:D00287	L01AA01	M35.1
ds:H01710	dr:D00751	H02AB04	M35.1
ds:H01711	dr:D02860	NA	M48.0
ds:H01712	dr:D00244	S03BA03	K72
ds:H01712	dr:D00979	H02AB04	K72
ds:H01712	dr:D00292	S03BA01	K72
ds:H01712	dr:D00975	S03BA01	K72
ds:H01712	dr:D00472	S03BA02	K72
ds:H01712	dr:D00407	H02AB04	K72
ds:H01713	dr:D01845	NA	J44.8
ds:H01714	dr:D00687	R03AC12	J44
ds:H01714	dr:D02981	NA	J44
ds:H01714	dr:D05277	R03AC13	J44
ds:H01714	dr:D01373	R03AC13	J44
ds:H01714	dr:D05744	R03DX07	J44
ds:H01714	dr:D00218	S01EC01	J44
ds:H01714	dr:D00688	R03CC03	J44
ds:H01714	dr:D01390	R03CB01	J44
ds:H01714	dr:D00540	R03BB06	J44
ds:H01714	dr:D00221	V03AB23	J44
ds:H01714	dr:D00685	R03CB03	J44
ds:H01714	dr:D00371	R03DA04	J44
ds:H01714	dr:D10533	R03AL03	J44
ds:H01714	dr:D01196	S01EC01	J44
ds:H01714	dr:D01845	NA	J44
ds:H01714	dr:D05366	R03CC08	J44
ds:H01714	dr:D09319	R03AC18	J44
ds:H01714	dr:D08699	R03AK06	J44
ds:H01714	dr:D01360	R03CC13	J44
ds:H01714	dr:D01428	R03CC04	J44
ds:H01714	dr:D09595	R03AK07	J44
ds:H01714	dr:D10256	R03AL02	J44
ds:H01714	dr:D10505	R03AL04	J44
ds:H01714	dr:D10501	R03AK10	J44
ds:H01714	dr:D10744	R03BB54	J44
ds:H01714	dr:D05429	R03DA05	J44
ds:H01714	dr:D08837	R03BB05	J44
ds:H01714	dr:D10181	R03BB07	J44
ds:H01714	dr:D02151	R03CC11	J44
ds:H01714	dr:D00683	R03CC02	J44
ds:H01714	dr:D10020	R03AC19	J44
ds:H01714	dr:D02212	R03BB01	J44
ds:H01714	dr:D00981	S03BA02	J44
ds:H01714	dr:D11035	R03AL08	J44
ds:H01714	dr:D11036	R03AL07	J44
ds:H01714	dr:D01929	R03BB04	J44
ds:H01714	dr:D00473	H02AB07	J44
ds:H01714	dr:D01362	R03CC11	J44
ds:H01714	dr:D10297	R03DA54	J44
ds:H01717	dr:D00146	H01AA01	H46
ds:H01717	dr:D01239	S03BA02	H46
ds:H01717	dr:D00973	S01BA03	H46
ds:H01717	dr:D00244	S03BA03	H46
ds:H01717	dr:D00979	H02AB04	H46
ds:H01717	dr:D00292	S03BA01	H46
ds:H01717	dr:D00975	S03BA01	H46
ds:H01717	dr:D00983	S01BA05	H46
ds:H01717	dr:D00088	S02BA01	H46
ds:H01717	dr:D00472	S03BA02	H46
ds:H01717	dr:D00407	H02AB04	H46
ds:H01718	dr:D01239	S03BA02	M30.3
ds:H01718	dr:D00109	N02BA01	M30.3
ds:H01718	dr:D08779	NA	M30.3
ds:H01718	dr:D08786	NA	M30.3
ds:H01718	dr:D08783	NA	M30.3
ds:H01718	dr:D02598	L04AB02	M30.3
ds:H01718	dr:D00472	S03BA02	M30.3
ds:H01718	dr:D08788	NA	M30.3
ds:H01723	dr:D03353	B01AB04	I80.2
ds:H01724	dr:D03305	L03AB01	G04.1
ds:H01729	dr:D00477	C01BA02	I49.4
ds:H01729	dr:D01554	NA	I49.4
ds:H01729	dr:D00597	C07AB04	I49.4
ds:H01729	dr:D02272	C01BA01	I49.4
ds:H01729	dr:D00303	C01BA03	I49.4
ds:H01729	dr:D00638	C01BC04	I49.4
ds:H01729	dr:D00483	C07AA05	I49.4
ds:H01730	dr:D00515	C05AE01	I21
ds:H01730	dr:D00359	C10AA02	I21
ds:H01730	dr:D05721	B01AD07	I21
ds:H01730	dr:D05206	C01CA03	I21
ds:H01730	dr:D00235	C07AB03	I21
ds:H01730	dr:D00109	N02BA01	I21
ds:H01730	dr:D00049	C10AD02	I21
ds:H01730	dr:D00633	C01CA04	I21
ds:H01730	dr:D00601	C07AB02	I21
ds:H01730	dr:D00076	C01CA03	I21
ds:H01730	dr:D00516	C05AE02	I21
ds:H01730	dr:D03359	B01AC25	I21
ds:H01730	dr:D05597	B01AC22	I21
ds:H01730	dr:D09766	B01AC26	I21
ds:H01730	dr:D10527	B01AC56	I21
ds:H01730	dr:D00619	C08DA01	I21
ds:H01730	dr:D00483	C07AA05	I21
ds:H01730	dr:D02112	S01XA14	I21
ds:H01737	dr:D00244	S03BA03	Q81
ds:H01737	dr:D00292	S03BA01	Q81
ds:H01737	dr:D00472	S03BA02	Q81
ds:H01737	dr:D00407	H02AB04	Q81
ds:H01738	dr:D02691	H01AC01	Q87.1
ds:H01739	dr:D06459	G03GA02	E28.2
ds:H01739	dr:D04429	G03GA05	E28.2
ds:H01742	dr:D00515	C05AE01	I25.1
ds:H01742	dr:D00624	C09AA04	I25.1
ds:H01742	dr:D00049	C10AD02	I25.1
ds:H01749	dr:D02691	H01AC01	Q77.4
ds:H01758	dr:D00981	S03BA02	M94.1
ds:H01758	dr:D00473	H02AB07	M94.1
ds:H01763	dr:D10003	NA	E80
ds:H01763	dr:D00789	N05AA01	E80
ds:H01771	dr:D00097	S01BC08	Q80
ds:H01771	dr:D01098	NA	Q80
ds:H01785	dr:D00180	G04BE01	Q22.4
ds:H01813	dr:D01253	N05BA09	G40.4
ds:H01813	dr:D00354	N03AX09	G40.4
ds:H01813	dr:D00280	N03AE01	G40.4
ds:H01813	dr:D05775	N03AF03	G40.4
ds:H01813	dr:D00537	N03AX11	G40.4
ds:H01818	dr:D05928	N03AX17	G40.4
ds:H01862	dr:D01662	NA	E20
ds:H01862	dr:D01518	A11CC03	E20
ds:H01862	dr:D00129	D05AX03	E20
ds:H01873	dr:D00981	S03BA02	J44.8
ds:H01892	dr:D01059	L01AD06	C86.5
ds:H01892	dr:D02166	L01DB07	C86.5
ds:H01892	dr:D05589	L01BA05	C86.5
ds:H01892	dr:D01404	NA	C86.5
ds:H01892	dr:D02214	L01DB03	C86.5
ds:H01892	dr:D01155	L01BC05	C86.5
ds:H01892	dr:D02997	L01XX02	C86.5
ds:H01892	dr:D04245	NA	C86.5
ds:H01892	dr:D08870	L01XX49	C86.5
ds:H01892	dr:D09761	L01XC25	C86.5
ds:H01892	dr:D01760	L01AD07	C86.5
ds:H01892	dr:D02063	NA	C86.5
ds:H01892	dr:D06637	L01XX39	C86.5
ds:H01892	dr:D00343	L01AA06	C86.5
ds:H01892	dr:D00275	L01XA01	C86.5
ds:H01892	dr:D01769	L01CA03	C86.5
ds:H01892	dr:D00168	L01BC01	C86.5
ds:H01892	dr:D01911	L01DB04	C86.5
ds:H01892	dr:D01275	L01DB01	C86.5
ds:H01892	dr:D01061	L01XX19	C86.5
ds:H01892	dr:D00751	H02AB04	C86.5
ds:H01892	dr:D01068	L01CA01	C86.5
ds:H01892	dr:D03229	L01DC01	C86.5
ds:H01892	dr:D08386	L01DB08	C86.5
ds:H01892	dr:D01363	L01XA02	C86.5
ds:H01892	dr:D00472	S03BA02	C86.5
ds:H01892	dr:D00125	L01CB01	C86.5
ds:H01892	dr:D00254	L01AD01	C86.5
ds:H01895	dr:D00606	C02AC02	F90.0
ds:H01895	dr:D02574	N06BA09	F90.0
ds:H01895	dr:D02074	N06BA01	F90.0
ds:H01895	dr:D04999	N06BA04	F90.0
ds:H01895	dr:D01296	N06BA04	F90.0
ds:H01895	dr:D03721	N06BA11	F90.0
ds:H01895	dr:D07445	N06BA01	F90.0
ds:H01895	dr:D02078	N06BA02	F90.0
ds:H01895	dr:D04747	N06BA12	F90.0
ds:H01895	dr:D02242	N06BA03	F90.0
ds:H01901	dr:D03327	L01XD01	K22.7
ds:H01924	dr:D00973	S01BA03	I02
ds:H01924	dr:D00244	S03BA03	I02
ds:H01924	dr:D00979	H02AB04	I02
ds:H01924	dr:D00978	S02BA01	I02
ds:H01924	dr:D00292	S03BA01	I02
ds:H01924	dr:D00975	S03BA01	I02
ds:H01924	dr:D00385	S01BA05	I02
ds:H01924	dr:D00983	S01BA05	I02
ds:H01924	dr:D00088	S02BA01	I02
ds:H01924	dr:D00472	S03BA02	I02
ds:H01924	dr:D00407	H02AB04	I02
ds:H01940	dr:D03207	A16AB07	E74.0
ds:H01963	dr:D09900	M09AX06	G71.0
ds:H01963	dr:D00472	S03BA02	G71.0
ds:H02027	dr:D00408	G03EK01	Q56
ds:H02027	dr:D00327	G03BA01	Q56
ds:H02027	dr:D00958	G03BA03	Q56
ds:H02027	dr:D06457	G03GA01	Q56
ds:H02028	dr:D00803	P02CB02	B74
ds:H02029	dr:D00878	J04AK02	A31
ds:H02029	dr:D00424	J04AB04	A31
ds:H02029	dr:D00276	J01FA09	A31
ds:H02029	dr:D02134	S01AA26	A31
ds:H02029	dr:D00211	J04AB02	A31
ds:H02029	dr:D01350	J01GA01	A31
ds:H02033	dr:D10643	NA	B46
ds:H02143	dr:D10913	M05BX05	E83.3
ds:H06132	dr:D00635	C07AB02	NA
