ds	drug	atc	icd
ds:H00413	dr:D03305	L03AB01	B17.1
ds:H00413	dr:D10469	J05AP05	B17.1
ds:H00413	dr:D10625	NA	B17.1
ds:H00413	dr:D10093	J05AP06	B17.1
ds:H00413	dr:D10105	J05AP07	B17.1
ds:H00413	dr:D10366	J05AP08	B17.1
ds:H00413	dr:D10639	NA	B17.1
ds:H00413	dr:D10578	J05AP51	B17.1
ds:H00413	dr:D10582	J05AP52	B17.1
ds:H00413	dr:D10778	J05AP54	B17.1
ds:H00413	dr:D10900	J05AP56	B17.1
ds:H00413	dr:D10882	NA	B17.1
ds:H00413	dr:D03304	L03AB02	B17.1
ds:H00413	dr:D10827	J05AP55	B17.1
ds:H00413	dr:D02745	L03AB05	B17.1
ds:H00413	dr:D11014	J05AP57	B17.1
ds:H00413	dr:D10745	J05AP53	B17.1
ds:H00427	dr:D02122	S03AA02	A68
ds:H00427	dr:D00850	J01AA08	A68
ds:H00427	dr:D01053	S01AA14	A68
ds:H00427	dr:D00307	J01AA02	A68
ds:H00427	dr:D02129	J01AA02	A68
ds:H00427	dr:D03903	J01AA02	A68
ds:H00427	dr:D00290	J01AA01	A68
ds:H00428	dr:D05578	A12BA02	N25.8
ds:H00428	dr:D01203	B05XA02	N25.8
ds:H00428	dr:D05624	NA	N25.8
ds:H00429	dr:D05578	A12BA02	N25.8
ds:H00429	dr:D01203	B05XA02	N25.8
ds:H00429	dr:D05624	NA	N25.8
ds:H00431	dr:D01638	NA	M48.8
ds:H00431	dr:D02274	M03CA01	M48.8
ds:H00431	dr:D00241	M03BX01	M48.8
ds:H00435	dr:D00488	P01BD01	B58
ds:H00435	dr:D05908	J01FA02	B58
ds:H00437	dr:D00942	M05BA07	M88
ds:H00437	dr:D03234	M05BA07	M88
ds:H00437	dr:D01968	M05BA08	M88
ds:H00437	dr:D00941	M05BA03	M88
ds:H00437	dr:D00939	M05BA04	M88
ds:H00437	dr:D00314	M05BA01	M88
ds:H00437	dr:D03287	H05BA04	M88
ds:H00455	dr:D02300	C01EB10	G12.1
ds:H00455	dr:D10791	M09AX07	G12.1
ds:H00478	dr:D02691	H01AC01	Q87.1
ds:H00505	dr:D02691	H01AC01	Q77.4
ds:H00506	dr:D00941	M05BA03	Q78.0
ds:H00512	dr:D03230	A10AF01	P70.2
ds:H00512	dr:D04475	A10AD05	P70.2
ds:H00512	dr:D04477	A10AD04	P70.2
ds:H00512	dr:D09727	A10AE06	P70.2
ds:H00512	dr:D10570	A10AD06	P70.2
ds:H00512	dr:D03250	A10AE04	P70.2
ds:H00512	dr:D04539	A10AE05	P70.2
ds:H00513	dr:D03230	A10AF01	P70.2
ds:H00513	dr:D04475	A10AD05	P70.2
ds:H00513	dr:D04477	A10AD04	P70.2
ds:H00513	dr:D09727	A10AE06	P70.2
ds:H00513	dr:D10570	A10AD06	P70.2
ds:H00513	dr:D03250	A10AE04	P70.2
ds:H00513	dr:D04539	A10AE05	P70.2
ds:H00527	dr:D01031	NA	H35.5
ds:H00527	dr:D11008	NA	H35.5
ds:H00549	dr:D00599	S01ED05	Q21.3
ds:H00549	dr:D00180	G04BE01	Q21.3
ds:H00603	dr:D00014	V03AB32	I15.8
ds:H00603	dr:D01302	C02DB02	I15.8
ds:H00612	dr:D00598	S01ED02	H40.1
ds:H00612	dr:D00655	S01EC05	H40.1
ds:H00612	dr:D01025	S01ED03	H40.1
ds:H00612	dr:D00218	S01EC01	H40.1
ds:H00612	dr:D00652	S01EC04	H40.1
ds:H00612	dr:D00378	S01ED01	H40.1
ds:H00612	dr:D01452	S01EE02	H40.1
ds:H00612	dr:D00208	L01DC03	H40.1
ds:H00612	dr:D01196	S01EC01	H40.1
ds:H00612	dr:D02724	S01EE03	H40.1
ds:H00612	dr:D02374	S01ED04	H40.1
ds:H00612	dr:D00356	S01EE01	H40.1
ds:H00612	dr:D01228	N07AA03	H40.1
ds:H00612	dr:D00599	S01ED05	H40.1
ds:H00612	dr:D01887	NA	H40.1
ds:H00612	dr:D10569	S01ED51	H40.1
ds:H00612	dr:D06274	S01EE05	H40.1
ds:H00612	dr:D08493	S01ED51	H40.1
ds:H00612	dr:D01017	S01EA02	H40.1
ds:H00612	dr:D00603	S01ED01	H40.1
ds:H00612	dr:D00347	NA	H40.1
ds:H00612	dr:D09815	S01ED51	H40.1
ds:H00612	dr:D10463	NA	H40.1
ds:H00612	dr:D10298	S01ED51	H40.1
ds:H00612	dr:D10804	S01ED55	H40.1
ds:H00612	dr:D01691	NA	H40.1
ds:H00612	dr:D02076	S01EA05	H40.1
ds:H00612	dr:D02193	S01EB03	H40.1
ds:H00612	dr:D10854	S01EC54	H40.1
ds:H00612	dr:D10966	S01EX06	H40.1
ds:H00612	dr:D01964	S01EE04	H40.1
ds:H00612	dr:D11031	S01EX05	H40.1
ds:H00612	dr:D00653	S01EC03	H40.1
ds:H00612	dr:D02200	S01EB01	H40.1
ds:H00612	dr:D07505	S01ED51	H40.1
ds:H00612	dr:D10512	S01ED51	H40.1
ds:H00627	dr:D00105	G03CA03	E28.3
ds:H00627	dr:D04463	G03FB01	E28.3
ds:H00627	dr:D01413	G03CA03	E28.3
ds:H00627	dr:D04454	G03EA02	E28.3
ds:H00630	dr:D00169	M02AA18	M05
ds:H00630	dr:D01661	NA	M05
ds:H00630	dr:D00749	L04AA13	M05
ds:H00630	dr:D00146	H01AA01	M05
ds:H00630	dr:D00238	L04AX01	M05
ds:H00630	dr:D01146	NA	M05
ds:H00630	dr:D00968	M01AE04	M05
ds:H00630	dr:D00428	N02BA06	M05
ds:H00630	dr:D02114	P01BA02	M05
ds:H00630	dr:D04800	NA	M05
ds:H00630	dr:D00126	R02AX02	M05
ds:H00630	dr:D00463	M01AE12	M05
ds:H00630	dr:D01239	S03BA02	M05
ds:H00630	dr:D00127	S01BC06	M05
ds:H00630	dr:D01395	NA	M05
ds:H00630	dr:D01808	NA	M05
ds:H00630	dr:D06951	NA	M05
ds:H00630	dr:D06944	NA	M05
ds:H00630	dr:D07042	NA	M05
ds:H00630	dr:D00448	A07EC01	M05
ds:H00630	dr:D06980	NA	M05
ds:H00630	dr:D00237	M01CB03	M05
ds:H00630	dr:D01392	NA	M05
ds:H00630	dr:D00109	N02BA01	M05
ds:H00630	dr:D02994	L01XC02	M05
ds:H00630	dr:D00132	M02AA10	M05
ds:H00630	dr:D01578	S01BC09	M05
ds:H00630	dr:D00973	S01BA03	M05
ds:H00630	dr:D01998	S03BA02	M05
ds:H00630	dr:D04446	NA	M05
ds:H00630	dr:D07007	NA	M05
ds:H00630	dr:D03441	L04AB05	M05
ds:H00630	dr:D07040	NA	M05
ds:H00630	dr:D06927	NA	M05
ds:H00630	dr:D09783	L04AA29	M05
ds:H00630	dr:D03203	L04AA24	M05
ds:H00630	dr:D04358	L04AB06	M05
ds:H00630	dr:D02934	L04AC03	M05
ds:H00630	dr:D00742	L04AB01	M05
ds:H00630	dr:D02597	L04AB04	M05
ds:H00630	dr:D10308	L04AA37	M05
ds:H00630	dr:D03354	S01KA01	M05
ds:H00630	dr:D02598	L04AB02	M05
ds:H00630	dr:D00118	M02AA12	M05
ds:H00630	dr:D10161	L04AC14	M05
ds:H00630	dr:D02105	H01AA02	M05
ds:H00630	dr:D02115	L04AX03	M05
ds:H00630	dr:D00244	S03BA03	M05
ds:H00630	dr:D00981	S03BA02	M05
ds:H00630	dr:D00184	S01XA18	M05
ds:H00630	dr:D00979	H02AB04	M05
ds:H00630	dr:D00978	S02BA01	M05
ds:H00630	dr:D00292	S03BA01	M05
ds:H00630	dr:D02596	L04AC07	M05
ds:H00630	dr:D00975	S03BA01	M05
ds:H00630	dr:D00385	S01BA05	M05
ds:H00630	dr:D00751	H02AB04	M05
ds:H00630	dr:D00473	H02AB07	M05
ds:H00630	dr:D00107	L04AD02	M05
ds:H00630	dr:D00983	S01BA05	M05
ds:H00630	dr:D00088	S02BA01	M05
ds:H00630	dr:D00141	S01BC01	M05
ds:H00630	dr:D00142	L04AX03	M05
ds:H00630	dr:D00472	S03BA02	M05
ds:H00630	dr:D00407	H02AB04	M05
ds:H00630	dr:D06921	NA	M05
ds:H00630	dr:D07045	NA	M05
ds:H00681	dr:D02597	L04AB04	L73.2
ds:H00691	dr:D00316	D05BB01	Q80.3
ds:H00715	dr:D00097	S01BC08	Q82.8
ds:H00715	dr:D00316	D05BB01	Q82.8
ds:H00719	dr:D03297	H01AC03	E34.8
ds:H00731	dr:D00477	C01BA02	I48
ds:H00731	dr:D00255	C07AG02	I48
ds:H00731	dr:D00634	C07AB07	I48
ds:H00731	dr:D00597	C07AB04	I48
ds:H00731	dr:D02272	C01BA01	I48
ds:H00731	dr:D00303	C01BA03	I48
ds:H00731	dr:D00619	C08DA01	I48
ds:H00731	dr:D00631	C08EA02	I48
ds:H00731	dr:D00636	C01BD01	I48
ds:H00731	dr:D00638	C01BC04	I48
ds:H00731	dr:D00483	C07AA05	I48
ds:H00731	dr:D02342	C07AB07	I48
ds:H00731	dr:D01847	C07AB14	I48
ds:H00734	dr:D00316	D05BB01	Q80.2
ds:H00735	dr:D00097	S01BC08	Q80.0
ds:H00735	dr:D04805	NA	Q80.0
ds:H00735	dr:D00316	D05BB01	Q80.0
ds:H00735	dr:D00069	NA	Q80.0
ds:H00745	dr:D00518	S01EC02	G72.3
ds:H00746	dr:D00518	S01EC02	G72.3
ds:H00746	dr:D02060	B05XA01	G72.3
ds:H00746	dr:D04948	NA	G72.3
ds:H00746	dr:D04952	NA	G72.3
ds:H00783	dr:D00701	N03AA02	G40.4
ds:H00783	dr:D00293	N05BA01	G40.4
ds:H00787	dr:D00164	S01XA02	H53.6
ds:H00787	dr:D06543	S01XA02	H53.6
ds:H00787	dr:D00069	NA	H53.6
ds:H00808	dr:D00709	N03AX14	G40.3
ds:H00812	dr:D01426	P01AB02	A59
ds:H00812	dr:D00409	P01AB01	A59
ds:H00821	dr:D01162	S01LA01	H35.3
ds:H00821	dr:D05697	S01LA04	H35.3
ds:H00821	dr:D09574	S01LA05	H35.3
ds:H00821	dr:D05386	S01LA03	H35.3
ds:H00837	dr:D11008	NA	H35.5
ds:H00844	dr:D01632	S03BA01	Q82.8
ds:H00844	dr:D01637	S03BA03	Q82.8
ds:H00845	dr:D09674	N07XX08	E85
ds:H00845	dr:D01277	C01CA27	E85
ds:H00862	dr:D00136	N05AD01	F95.2
ds:H00862	dr:D08035	N05AD01	F95.2
ds:H00862	dr:D00560	N05AG02	F95.2
ds:H00892	dr:D01036	R05DA07	J47
ds:H00892	dr:D01574	NA	J47
ds:H00892	dr:D00688	R03CC03	J47
ds:H00892	dr:D01390	R03CB01	J47
ds:H00892	dr:D00221	V03AB23	J47
ds:H00892	dr:D00175	R05CB03	J47
ds:H00892	dr:D01569	R05DB21	J47
ds:H00892	dr:D01609	R05DB21	J47
ds:H00892	dr:D01495	R05DB24	J47
ds:H00892	dr:D01845	NA	J47
ds:H00892	dr:D00848	R05DA09	J47
ds:H00892	dr:D01479	R05CB06	J47
ds:H00892	dr:D01106	R05CB04	J47
ds:H00896	dr:D00753	S01XA23	I89.8
ds:H00899	dr:D01126	B05XB01	E72.0
ds:H00899	dr:D08754	NA	E72.0
ds:H00901	dr:D01430	G04BX16	E72.0
ds:H00912	dr:D09315	L04AC08	R50
ds:H00915	dr:D00753	S01XA23	Q85.1
ds:H00937	dr:D01831	L02AE01	E30.1
ds:H00937	dr:D00990	H01CA02	E30.1
ds:H00937	dr:D00989	L02AE02	E30.1
ds:H00942	dr:D03297	H01AC03	E13
ds:H00945	dr:D08802	B02BD07	D68.2
ds:H00945	dr:D10532	B02BD11	D68.2
ds:H00960	dr:D01239	S03BA02	H18.5
ds:H00960	dr:D00973	S01BA03	H18.5
ds:H00960	dr:D00244	S03BA03	H18.5
ds:H00960	dr:D00979	H02AB04	H18.5
ds:H00960	dr:D00978	S02BA01	H18.5
ds:H00960	dr:D00292	S03BA01	H18.5
ds:H00960	dr:D00975	S03BA01	H18.5
ds:H00960	dr:D00385	S01BA05	H18.5
ds:H00960	dr:D00983	S01BA05	H18.5
ds:H00960	dr:D00088	S02BA01	H18.5
ds:H00960	dr:D00472	S03BA02	H18.5
ds:H00960	dr:D00407	H02AB04	H18.5
ds:H00975	dr:D10211	J07BH02	A08.0
ds:H00975	dr:D10193	J07BH01	A08.0
ds:H00978	dr:D06498	NA	D69.4
ds:H00978	dr:D10476	B02BX07	D69.4
ds:H00978	dr:D10307	B02BX08	D69.4
ds:H00978	dr:D00983	S01BA05	D69.4
ds:H00995	dr:D00148	B02BA01	D68.4
ds:H01005	dr:D01277	C01CA27	G90.8
ds:H01006	dr:D04492	B06AC02	D84.1
ds:H01006	dr:D03931	B06AC03	D84.1
ds:H01006	dr:D00289	G03XA01	D84.1
ds:H01006	dr:D08780	NA	D84.1
ds:H01006	dr:D11094	B06AC05	D84.1
ds:H01011	dr:D01239	S03BA02	E23.6
ds:H01011	dr:D00973	S01BA03	E23.6
ds:H01011	dr:D00244	S03BA03	E23.6
ds:H01011	dr:D00978	S02BA01	E23.6
ds:H01011	dr:D00292	S03BA01	E23.6
ds:H01011	dr:D00088	S02BA01	E23.6
ds:H01011	dr:D00472	S03BA02	E23.6
ds:H01011	dr:D00407	H02AB04	E23.6
ds:H01028	dr:D01126	B05XB01	E72.2
ds:H01028	dr:D08754	NA	E72.2
ds:H01032	dr:D07130	A16AA05	E72.2
ds:H01039	dr:D02792	B05AA01	N98.1
ds:H01043	dr:D00804	P02CF01	B73
ds:H01045	dr:D00471	P02BA01	B65
ds:H01045	dr:D00804	P02CF01	B65
ds:H01046	dr:D00368	P02CA01	B79
ds:H01047	dr:D00134	P02CA03	B68.0
ds:H01053	dr:D03940	L04AA25	D59.5
ds:H01053	dr:D11054	NA	D59.5
ds:H01054	dr:D00534	P03AX03	B85
ds:H01054	dr:D00077	P03AX06	B85
ds:H01054	dr:D00360	P03AB02	B85
ds:H01054	dr:D09384	NA	B85
ds:H01062	dr:D00350	J02AC02	B39.9
ds:H01085	dr:D00166	B03BA01	B70.0
ds:H01085	dr:D00042	B03BA04	B70.0
ds:H01085	dr:D02707	V03AB33	B70.0
ds:H01090	dr:D00486	P02CC01	B77
ds:H01090	dr:D00368	P02CA01	B77
ds:H01091	dr:D00486	P02CC01	B80
ds:H01091	dr:D00368	P02CA01	B80
ds:H01092	dr:D00486	P02CC01	B76.1
ds:H01092	dr:D00368	P02CA01	B76.1
ds:H01093	dr:D00471	P02BA01	B66.4
ds:H01097	dr:D01671	M03BX09	G80.9
ds:H01097	dr:D00776	M03BX02	G80.9
ds:H01097	dr:D02274	M03CA01	G80.9
ds:H01097	dr:D00241	M03BX01	G80.9
ds:H01099	dr:D00981	S03BA02	B75
ds:H01100	dr:D00804	P02CF01	B78
ds:H01102	dr:D00987	N04BC06	D44.8
ds:H01102	dr:D00455	A02BC01	D44.8
ds:H01102	dr:D00780	N04BC01	D44.8
ds:H01102	dr:D01348	G02CB06	D44.8
ds:H01107	dr:D00471	P02BA01	B66.5
ds:H01109	dr:D00350	J02AC02	B37.2
ds:H01132	dr:D03978	B02BX05	D61.0
ds:H01132	dr:D01239	S03BA02	D61.0
ds:H01132	dr:D00490	A14AA05	D61.0
ds:H01132	dr:D09190	L04AA04	D61.0
ds:H01132	dr:D00973	S01BA03	D61.0
ds:H01132	dr:D01028	B01AC05	D61.0
ds:H01132	dr:D00958	G03BA03	D61.0
ds:H01132	dr:D00287	L01AA01	D61.0
ds:H01132	dr:D00244	S03BA03	D61.0
ds:H01132	dr:D00184	S01XA18	D61.0
ds:H01132	dr:D00979	H02AB04	D61.0
ds:H01132	dr:D00292	S03BA01	D61.0
ds:H01132	dr:D00975	S03BA01	D61.0
ds:H01132	dr:D00983	S01BA05	D61.0
ds:H01132	dr:D00088	S02BA01	D61.0
ds:H01132	dr:D00472	S03BA02	D61.0
ds:H01132	dr:D00407	H02AB04	D61.0
ds:H01143	dr:D01662	NA	E55.0
ds:H01143	dr:D00937	A12AA01	E55.0
ds:H01143	dr:D00129	D05AX03	E55.0
ds:H01153	dr:D00134	P02CA03	B67
ds:H01175	dr:D00128	R02AB04	A41.1
ds:H01175	dr:D02132	J01FF01	A41.1
ds:H01175	dr:D00926	J01XA01	A41.1
ds:H01175	dr:D01990	J01FF01	A41.1
ds:H01176	dr:D00145	J01EA01	N39
ds:H01176	dr:D01157	J01DE01	N39
ds:H01176	dr:D00258	J01DD08	N39
ds:H01176	dr:D00924	J01DD04	N39
ds:H01176	dr:D00240	J01DF01	N39
ds:H01176	dr:D02216	S03AA07	N39
ds:H01176	dr:D00914	S01AA27	N39
ds:H01176	dr:D00588	S01AE05	N39
ds:H01176	dr:D11085	J01EA01	N39
ds:H01202	dr:D01100	NA	Q12.0
ds:H01202	dr:D00014	V03AB32	Q12.0
ds:H01202	dr:D01430	G04BX16	Q12.0
ds:H01210	dr:D01108	V04CC02	E83.4
ds:H01213	dr:D00163	A05AA01	K81.9
ds:H01213	dr:D01157	J01DE01	K81.9
ds:H01213	dr:D01473	J01DC14	K81.9
ds:H01213	dr:D01079	J01AA12	K81.9
ds:H01213	dr:D01365	A03AX09	K81.9
ds:H01213	dr:D01491	NA	K81.9
ds:H01213	dr:D00924	J01DD04	K81.9
ds:H01213	dr:D01401	J01DE02	K81.9
ds:H01213	dr:D02509	J01DH55	K81.9
ds:H01213	dr:D06973	NA	K81.9
ds:H01213	dr:D00344	J01DH51	K81.9
ds:H01213	dr:D00240	J01DF01	K81.9
ds:H01213	dr:D01108	V04CC02	K81.9
ds:H01213	dr:D00921	J01DD02	K81.9
ds:H01213	dr:D00911	J01DC09	K81.9
ds:H01213	dr:D00905	J01DB04	K81.9
ds:H01213	dr:D01451	A03BB01	K81.9
ds:H01213	dr:D02216	S03AA07	K81.9
ds:H01213	dr:D02222	J01DH02	K81.9
ds:H01213	dr:D02185	S03AA08	K81.9
ds:H01213	dr:D01259	NA	K81.9
ds:H01213	dr:D01144	J01MA17	K81.9
ds:H01213	dr:D00186	S03AA07	K81.9
ds:H01213	dr:D08772	J01DD62	K81.9
ds:H01213	dr:D10577	J01DI54	K81.9
ds:H01213	dr:D01165	A03AA30	K81.9
ds:H01213	dr:D00919	J01DD01	K81.9
ds:H01213	dr:D01628	J01DD16	K81.9
ds:H01213	dr:D00588	S01AE05	K81.9
ds:H01213	dr:D01836	J01DH04	K81.9
ds:H01213	dr:D07005	NA	K81.9
ds:H01213	dr:D07004	NA	K81.9
ds:H01213	dr:D06964	NA	K81.9
ds:H01228	dr:D03297	H01AC03	E11
ds:H01240	dr:D03978	B02BX05	D69.3
ds:H01240	dr:D02994	L01XC02	D69.3
ds:H01240	dr:D09348	B02BX09	D69.3
ds:H01240	dr:D08990	B02BX04	D69.3
ds:H01240	dr:D00751	H02AB04	D69.3
ds:H01240	dr:D00473	H02AB07	D69.3
ds:H01267	dr:D00294	V03AH01	E16.1
ds:H01293	dr:D02074	N06BA01	G47.4
ds:H01293	dr:D05866	N07XX04	G47.4
ds:H01293	dr:D00811	N06AA04	G47.4
ds:H01293	dr:D00744	N06BA05	G47.4
ds:H01293	dr:D03215	N06BA13	G47.4
ds:H01293	dr:D01296	N06BA04	G47.4
ds:H01293	dr:D02078	N06BA02	G47.4
ds:H01293	dr:D02242	N06BA03	G47.4
ds:H01293	dr:D01832	N06BA07	G47.4
ds:H01299	dr:D01583	L04AX05	J84.1
ds:H01299	dr:D10396	L01XE31	J84.1
ds:H01299	dr:D00981	S03BA02	J84.1
ds:H01299	dr:D00473	H02AB07	J84.1
ds:H01312	dr:D00285	J01EE01	A04.4
ds:H01314	dr:D05408	S01AA14	A25.1
ds:H01314	dr:D02461	S01AA14	A25.1
ds:H01314	dr:D01053	S01AA14	A25.1
ds:H01315	dr:D02461	S01AA14	A26
ds:H01316	dr:D01170	NA	B35
ds:H01316	dr:D00097	S01BC08	B35
ds:H01316	dr:D00350	J02AC02	B35
ds:H01316	dr:D01093	D01AE23	B35
ds:H01316	dr:D00882	S02AA13	B35
ds:H01316	dr:D00886	D01AC09	B35
ds:H01316	dr:D00209	D01BA01	B35
ds:H01316	dr:D00381	D01AE18	B35
ds:H01316	dr:D00351	J02AB02	B35
ds:H01316	dr:D08835	NA	B35
ds:H01316	dr:D01775	D01AC10	B35
ds:H01316	dr:D00282	G01AF02	B35
ds:H01316	dr:D01364	G01AX12	B35
ds:H01316	dr:D00024	D10AB02	B35
ds:H01316	dr:D01550	NA	B35
ds:H01316	dr:D01480	G01AF07	B35
ds:H01316	dr:D01720	D01AE16	B35
ds:H01316	dr:D10021	D01AC19	B35
ds:H01316	dr:D02219	D01BA02	B35
ds:H01316	dr:D00885	G01AF17	B35
ds:H01316	dr:D01092	NA	B35
ds:H01316	dr:D10300	D07CC01	B35
ds:H01316	dr:D10169	D01AE24	B35
ds:H01316	dr:D10762	NA	B35
ds:H01316	dr:D01980	D01AC18	B35
ds:H01316	dr:D01620	NA	B35
ds:H01316	dr:D06982	NA	B35
ds:H01316	dr:D03488	G01AX12	B35
ds:H01317	dr:D04425	NA	K05
ds:H01317	dr:D04879	NA	K05
ds:H01317	dr:D03362	NA	K05
ds:H01318	dr:D02461	S01AA14	A66
ds:H01318	dr:D02157	S01AA14	A66
ds:H01318	dr:D02122	S03AA02	A66
ds:H01318	dr:D00850	J01AA08	A66
ds:H01318	dr:D00307	J01AA02	A66
ds:H01318	dr:D02129	J01AA02	A66
ds:H01318	dr:D03903	J01AA02	A66
ds:H01318	dr:D00290	J01AA01	A66
ds:H01321	dr:D08776	J07AL01	A49.1
ds:H01321	dr:D10455	J07AL02	A49.1
ds:H01321	dr:D10601	J07AL52	A49.1
ds:H01321	dr:D01053	S01AA14	A49.1
ds:H01325	dr:D02119	S01AA19	A42
ds:H01325	dr:D05408	S01AA14	A42
ds:H01325	dr:D01251	S01AA19	A42
ds:H01325	dr:D02122	S03AA02	A42
ds:H01325	dr:D00850	J01AA08	A42
ds:H01325	dr:D01053	S01AA14	A42
ds:H01325	dr:D00307	J01AA02	A42
ds:H01325	dr:D02129	J01AA02	A42
ds:H01325	dr:D03903	J01AA02	A42
ds:H01325	dr:D00290	J01AA01	A42
ds:H01328	dr:D00350	J02AC02	B44
ds:H01328	dr:D02501	J02AX04	B44
ds:H01328	dr:D02465	J02AX05	B44
ds:H01328	dr:D02555	J02AC04	B44
ds:H01328	dr:D10643	NA	B44
ds:H01328	dr:D00981	S03BA02	B44
ds:H01328	dr:D00473	H02AB07	B44
ds:H01328	dr:D00578	J02AC03	B44
ds:H01331	dr:D00943	A12CD01	K02
ds:H01331	dr:D05919	A01AA04	K02
ds:H01331	dr:D01502	NA	K02
ds:H01331	dr:D08736	A01AA51	K02
ds:H01334	dr:D00097	S01BC08	B36.0
ds:H01334	dr:D00350	J02AC02	B36.0
ds:H01334	dr:D01093	D01AE23	B36.0
ds:H01334	dr:D00882	S02AA13	B36.0
ds:H01334	dr:D00886	D01AC09	B36.0
ds:H01334	dr:D00381	D01AE18	B36.0
ds:H01334	dr:D00351	J02AB02	B36.0
ds:H01334	dr:D01775	D01AC10	B36.0
ds:H01334	dr:D00282	G01AF02	B36.0
ds:H01334	dr:D01364	G01AX12	B36.0
ds:H01334	dr:D01480	G01AF07	B36.0
ds:H01334	dr:D01720	D01AE16	B36.0
ds:H01334	dr:D02219	D01BA02	B36.0
ds:H01334	dr:D00885	G01AF17	B36.0
ds:H01334	dr:D01092	NA	B36.0
ds:H01334	dr:D01980	D01AC18	B36.0
ds:H01334	dr:D01620	NA	B36.0
ds:H01342	dr:D10699	A05AA03	Q87.8
ds:H01354	dr:D00086	A16AX01	G31.8
ds:H01357	dr:D00452	M01AE07	L23
ds:H01357	dr:D01594	S01BC07	L23
ds:H01357	dr:D01823	M01AG03	L23
ds:H01357	dr:D01239	S03BA02	L23
ds:H01357	dr:D00689	R03BA01	L23
ds:H01357	dr:D00973	S01BA03	L23
ds:H01357	dr:D00029	A11HA05	L23
ds:H01357	dr:D00244	S03BA03	L23
ds:H01357	dr:D00981	S03BA02	L23
ds:H01357	dr:D00979	H02AB04	L23
ds:H01357	dr:D00978	S02BA01	L23
ds:H01357	dr:D00292	S03BA01	L23
ds:H01357	dr:D00975	S03BA01	L23
ds:H01357	dr:D00385	S01BA05	L23
ds:H01357	dr:D00751	H02AB04	L23
ds:H01357	dr:D00473	H02AB07	L23
ds:H01357	dr:D00983	S01BA05	L23
ds:H01357	dr:D00088	S02BA01	L23
ds:H01357	dr:D00472	S03BA02	L23
ds:H01357	dr:D00407	H02AB04	L23
ds:H01358	dr:D00097	S01BC08	L20
ds:H01358	dr:D00452	M01AE07	L20
ds:H01358	dr:D01594	S01BC07	L20
ds:H01358	dr:D01823	M01AG03	L20
ds:H01358	dr:D00006	A11HA06	L20
ds:H01358	dr:D00659	S01GX07	L20
ds:H01358	dr:D00526	S01GX01	L20
ds:H01358	dr:D00814	N06AA12	L20
ds:H01358	dr:D00023	D02AE01	L20
ds:H01358	dr:D01239	S03BA02	L20
ds:H01358	dr:D01423	NA	L20
ds:H01358	dr:D00689	R03BA01	L20
ds:H01358	dr:D01122	R02AX02	L20
ds:H01358	dr:D01619	S02BA01	L20
ds:H01358	dr:D00671	R06AX26	L20
ds:H01358	dr:D00973	S01BA03	L20
ds:H01358	dr:D01273	S01BA09	L20
ds:H01358	dr:D02027	NA	L20
ds:H01358	dr:D03281	A11HA06	L20
ds:H01358	dr:D03696	S01BA11	L20
ds:H01358	dr:D08806	NA	L20
ds:H01358	dr:D10873	D11AH06	L20
ds:H01358	dr:D10354	D11AH05	L20
ds:H01358	dr:D01773	R06AE06	L20
ds:H01358	dr:D00244	S03BA03	L20
ds:H01358	dr:D00981	S03BA02	L20
ds:H01358	dr:D00184	S01XA18	L20
ds:H01358	dr:D00979	H02AB04	L20
ds:H01358	dr:D00978	S02BA01	L20
ds:H01358	dr:D00292	S03BA01	L20
ds:H01358	dr:D00975	S03BA01	L20
ds:H01358	dr:D00385	S01BA05	L20
ds:H01358	dr:D00751	H02AB04	L20
ds:H01358	dr:D00473	H02AB07	L20
ds:H01358	dr:D00107	L04AD02	L20
ds:H01358	dr:D00983	S01BA05	L20
ds:H01358	dr:D00088	S02BA01	L20
ds:H01358	dr:D00472	S03BA02	L20
ds:H01358	dr:D00407	H02AB04	L20
ds:H01358	dr:D05480	D11AH02	L20
ds:H01359	dr:D00076	C01CA03	NA
ds:H01359	dr:D00095	S01EA01	NA
ds:H01359	dr:D00975	S03BA01	NA
ds:H01360	dr:D01336	R06AA08	J30
ds:H01360	dr:D01478	R06AX22	J30
ds:H01360	dr:D02249	S01GX06	J30
ds:H01360	dr:D00480	R06AD02	J30
ds:H01360	dr:D00659	S01GX07	J30
ds:H01360	dr:D00364	R06AX13	J30
ds:H01360	dr:D01460	NA	J30
ds:H01360	dr:D00526	S01GX01	J30
ds:H01360	dr:D04246	S03CA06	J30
ds:H01360	dr:D01332	S01GX08	J30
ds:H01360	dr:D04447	R06AB54	J30
ds:H01360	dr:D03325	R03BA07	J30
ds:H01360	dr:D01128	NA	J30
ds:H01360	dr:D01192	S01GX09	J30
ds:H01360	dr:D01239	S03BA02	J30
ds:H01360	dr:D01423	NA	J30
ds:H01360	dr:D02234	R06AX02	J30
ds:H01360	dr:D01654	NA	J30
ds:H01360	dr:D06315	R03BA09	J30
ds:H01360	dr:D07073	S03BA01	J30
ds:H01360	dr:D00664	R06AE07	J30
ds:H01360	dr:D00689	R03BA01	J30
ds:H01360	dr:D00246	R03BA02	J30
ds:H01360	dr:D01703	R03BA08	J30
ds:H01360	dr:D10603	V01AA03	J30
ds:H01360	dr:D00665	R06AB04	J30
ds:H01360	dr:D00671	R06AX26	J30
ds:H01360	dr:D01713	S01GX10	J30
